event_id,state,latitude,longitude
ismpkansas70170653,Kansas,37.223,-97.5838333
us20004xvy,Oklahoma,35.9502,-97.3859
us20004xw2,Oklahoma,34.8305,-95.6001
us20004xxg,Oklahoma,35.951,-97.389
us20004xys,Kansas,37.0958,-98.0328
ismpkansas70170743,Kansas,37.0961667,-98.0356667
us20004y0i,Oklahoma,36.4843,-98.7395
us20004y10,Oklahoma,36.3209,-97.5473
us20004y14,Oklahoma,36.0634,-97.4861
us20004y16,Oklahoma,36.3214,-97.5533
us20004y2b,Oklahoma,36.1753,-97.2566
us20004y4k,Oklahoma,36.57,-97.814
us20004y4l,Oklahoma,36.5709,-97.8167
us20004y81,Oklahoma,36.5723,-97.8119
us20004yap,Oklahoma,35.9739,-97.186
us20004yaq,Oklahoma,35.9742,-97.1841
us20004yax,Oklahoma,35.9727,-97.1763
us20004yb1,Oklahoma,35.9745,-97.1806
us20004yb3,Oklahoma,35.9737,-97.1766
us20004ybt,Oklahoma,35.9738,-97.1816
us20004yc5,Oklahoma,36.1269,-97.2795
nm60102522,Arkansas,35.4745,-90.8075
us20004yci,Oklahoma,36.1275,-97.2788
ismpkansas70171073,Kansas,37.0591667,-97.9381667
us20004ye0,Oklahoma,36.8274,-97.7746
ismpkansas70171103,Kansas,37.0635,-97.7316667
us20004ye7,Oklahoma,36.6643,-98.4532
us20004ye9,Oklahoma,35.9727,-97.1842
us20004yea,Oklahoma,35.9738,-97.192
us20004yei,Oklahoma,35.9734,-97.1795
us20004yem,Oklahoma,35.9731,-97.1784
us20004yg7,Colorado,37.0868,-104.957
us20004ygi,Oklahoma,36.5195,-98.0946
us20004ygk,Oklahoma,36.5083,-99.0527
us20004ygw,Oklahoma,36.8002,-97.8591
us20004yh7,Oklahoma,36.6911,-98.0013
us20004yhl,Oklahoma,35.4879,-97.1145
us20004yia,Oklahoma,36.288,-97.5163
us20004yic,Oklahoma,36.7954,-98.28
us20004yip,Oklahoma,35.9724,-96.9108
us20004yiz,Oklahoma,36.1271,-97.2688
us20004yk6,Oklahoma,35.9748,-97.1792
us20004ykd,Oklahoma,35.9732,-97.1889
us20004yki,Oklahoma,36.8915,-97.6731
us20004ymh,Oklahoma,35.8973,-96.7276
us20004ymv,Oklahoma,36.6953,-98.2658
us20004ymw,Oklahoma,36.316,-98.1511
us20004ynm,Oklahoma,36.1162,-97.5813
us20004ynz,Oklahoma,36.5058,-99.0367
us20004yp5,Oklahoma,35.54,-97.3102
us20004yqh,Oklahoma,36.446,-98.691
us20004yxp,Oklahoma,36.2527,-96.7478
us20004yyl,Oklahoma,36.1415,-97.4592
us20004z0m,Oklahoma,36.1165,-96.8101
us20004z14,Oklahoma,36.2597,-96.748
us20004z1g,Oklahoma,35.9893,-96.7474
us20004z2w,Oklahoma,36.2609,-96.7515
ismpkansas70171493,Kansas,37.2251667,-97.5833333
ismpkansas70171518,Kansas,37.047,-97.9168333
us20004z7m,Oklahoma,36.277,-96.6483
ismpkansas70171553,Kansas,37.0565,-97.8926667
ismpkansas70171593,Kansas,37.0565,-97.8926667
us20004zdc,Kansas,37.0563,-97.8933
ismpkansas70171608,Kansas,37.056,-97.8918333
us20004zeu,Oklahoma,35.6611,-97.3811
ismpkansas70171628,Kansas,37.0255,-97.7765
us20004zfn,Oklahoma,36.7571,-97.5322
us20004zft,Oklahoma,36.7434,-98.0266
ismpkansas70171673,Oklahoma,36.9508333,-97.8053333
ismpkansas70171713,Kansas,37.0563333,-97.8923333
us20004zh1,Oklahoma,35.6589,-97.3818
us20004zh7,Oklahoma,36.5113,-99.0049
us20004zjf,Oklahoma,36.4787,-98.7524
us20004zjw,Oklahoma,36.4791,-98.7459
us20004zlc,Oklahoma,36.3681,-97.3479
us20004zmn,Oklahoma,36.1631,-97.0414
us20004zmq,Oklahoma,36.8734,-97.9724
us20004zn0,Oklahoma,36.7153,-98.4281
us20004zn2,Oklahoma,36.879,-97.7957
us20004zpw,Oklahoma,36.2592,-97.9843
us20004zsq,Oklahoma,36.508,-97.2981
us20004ztr,Oklahoma,36.1808,-96.9736
us200050ns,Oklahoma,35.6704,-97.3988
ismpkansas70171938,Kansas,37.056,-97.8921667
ismpkansas70172023,Kansas,37.0556667,-97.8916667
us20004zw1,Kansas,36.9354,-97.9689
us20004zxb,Oklahoma,36.2559,-96.7401
ismpkansas70172103,Kansas,37.2241667,-97.584
us20004zxv,Oklahoma,36.5047,-98.7232
us20004zy7,Oklahoma,36.4981,-98.7342
us20004zy8,Oklahoma,36.4898,-98.709
us20004zyf,Oklahoma,36.4812,-98.7392
us10004u88,Oklahoma,36.4665,-98.7654
us20004zz7,Oklahoma,36.8766,-97.789
us200050aa,Oklahoma,36.4816,-98.7514
us20004zyi,Oklahoma,36.474,-98.7422
us20004zyk,Oklahoma,36.5013,-98.718
us20004zyq,Oklahoma,36.5052,-98.713
us20004zyu,Oklahoma,36.4616,-98.748
us20004zyz,Oklahoma,36.5188,-98.7021
us200050kp,Oklahoma,36.5127,-98.7146
us20004zz8,Oklahoma,36.4769,-98.7552
us20004zzb,Oklahoma,36.51,-98.7037
us20004zze,Oklahoma,36.4763,-98.7513
us20004zzh,Oklahoma,36.4855,-98.7178
us20004zzp,Oklahoma,36.4747,-98.748
us20004zzr,Oklahoma,36.4549,-98.759
us20004zzw,Oklahoma,36.4648,-98.7596
us200050g9,Oklahoma,36.4726,-98.7593
us20005007,Oklahoma,36.5244,-98.7027
us20005008,Oklahoma,36.0624,-97.4841
us200050pi,Oklahoma,36.4677,-98.7877
us200050ph,Oklahoma,36.454,-98.7749
us2000500m,Oklahoma,36.466,-98.7563
us200050pg,Oklahoma,36.474,-98.7449
us20005010,Oklahoma,36.4609,-98.7777
us20005014,Oklahoma,36.5247,-98.6984
ismpkansas70172233,Kansas,37.0563333,-97.8916667
us2000501f,Oklahoma,36.455,-98.7638
us2000501k,Oklahoma,36.4561,-98.7603
us2000501t,Oklahoma,36.4673,-98.7589
us20005021,Oklahoma,35.6582,-97.3722
us2000502d,Oklahoma,36.5082,-98.7089
us2000502h,Oklahoma,36.4916,-98.7328
us2000502s,Oklahoma,36.4703,-98.7484
us2000503t,Oklahoma,36.4663,-98.75
us20005043,Oklahoma,36.2831,-97.7101
us2000504e,Oklahoma,36.8815,-97.7996
us2000504h,Oklahoma,36.7604,-98.0739
us2000504j,Oklahoma,36.8992,-97.661
us2000504t,Oklahoma,36.4881,-98.7243
us2000504x,Oklahoma,36.4739,-98.7452
us2000505b,Oklahoma,36.4924,-98.7283
us2000505u,Kansas,36.9304,-98.0265
us2000505d,Oklahoma,36.1758,-97.5244
us2000505k,Oklahoma,36.4954,-98.7105
us2000506w,Oklahoma,36.4669,-98.7517
us2000506y,Oklahoma,36.475,-98.7355
us20005075,Oklahoma,36.472,-98.7511
us2000507m,Oklahoma,36.4799,-98.7307
us2000507x,Oklahoma,36.4549,-98.7642
us2000508f,Oklahoma,36.8798,-97.7942
us2000508j,Oklahoma,36.0734,-97.0548
us20005090,Oklahoma,36.8794,-97.794
us2000509f,Oklahoma,36.2801,-97.7135
us200050a1,Oklahoma,36.1513,-97.4571
ismpkansas70172593,Kansas,37.0935,-97.6925
us200050am,Oklahoma,35.7244,-97.1708
us200050ee,Oklahoma,36.4704,-98.7628
us200050el,Oklahoma,35.7221,-97.1639
us200050fc,Oklahoma,36.2619,-97.3526
ismpkansas70172643,Kansas,37.0575,-97.892
us200050hb,Oklahoma,36.1462,-96.7881
us200050hh,Oklahoma,35.7209,-97.1648
us200050i4,Oklahoma,36.4547,-98.7693
ismpkansas70172743,Kansas,37.0538333,-97.9141667
ismpkansas70172748,Kansas,37.2243333,-97.5828333
us200050ni,1Oklahoma,36.7394,-97.529
us200050nu,Oklahoma,36.4562,-98.7489
us200050pq,Oklahoma,36.7549,-98.7425
us200050sk,Oklahoma,36.4662,-98.7416
us200050qh,Oklahoma,36.4745,-98.7617
us200050rx,Oklahoma,36.473,-98.7489
us200050rb,Oklahoma,36.4625,-98.7613
us200050rd,Oklahoma,36.4476,-98.7699
us200050tb,Oklahoma,36.7701,-97.6615
us200050tj,Oklahoma,36.4786,-98.7349
us200050tm,Oklahoma,35.7218,-97.1626
us200050tp,Oklahoma,35.7234,-97.1632
us200050tr,Oklahoma,36.4585,-98.7703
us200050ts,Oklahoma,36.4648,-98.7566
us200050tv,Oklahoma,36.4685,-98.7546
us200050ua,Oklahoma,36.466,-98.7597
us10004qk1,Oklahoma,35.7232,-97.1624
ismpkansas70172938,Kansas,37.054,-97.892
us10004qk9,Oklahoma,36.8425,-97.6354
us10004qkf,Oklahoma,35.6626,-97.3902
us10004qn5,Oklahoma,35.7193,-97.1638
us10004qqe,Oklahoma,36.4559,-98.7662
us10004qsl,Oklahoma,36.4677,-98.7448
us10004qrr,Oklahoma,36.5241,-98.6109
us10004qs6,Oklahoma,35.721,-97.1672
us10004qx9,Oklahoma,36.777,-98.1074
us10004qxq,Oklahoma,36.7882,-97.6029
us10004qy8,Oklahoma,36.4516,-98.7817
us10004qyp,Oklahoma,36.4359,-98.6863
us10004qyn,Oklahoma,36.4478,-98.6952
us10004qzv,Oklahoma,36.529,-98.6849
ismpkansas70173083,Kansas,37.2671667,-97.9996667
us10004r0l,Oklahoma,35.6644,-97.401
us10004r0p,Oklahoma,35.7215,-97.1644
us10004r0x,Oklahoma,36.5322,-98.6839
us10004r3t,Oklahoma,36.4528,-98.7673
us10004r45,Oklahoma,36.4752,-98.7589
us10004r4q,Oklahoma,36.474,-98.7523
us10004r5v,Oklahoma,36.4775,-98.7433
us10004r5x,Oklahoma,36.4772,-98.7347
us10004r5y,Oklahoma,35.5412,-97.3095
us10004r8t,Oklahoma,36.2586,-97.682
us10004r9c,Oklahoma,36.4755,-98.7515
us10004r9h,Oklahoma,36.2771,-97.5097
us10004r9m,Oklahoma,36.4755,-98.7521
ismpkansas70173223,Kansas,37.0565,-97.8925
ismpkansas70173923,Kansas,37.0553333,-97.891
us10004ra2,Oklahoma,36.4997,-98.7113
us10004rar,Oklahoma,36.4717,-98.7486
us10004raw,Texas,31.2258,-103.3279
us10004t32,Oklahoma,35.6615,-97.3927
us10004rc6,Oklahoma,35.7225,-97.1683
us10004rdh,Oklahoma,36.259,-97.3568
us10004reg,Oklahoma,35.7229,-97.1709
us10004rhl,Oklahoma,36.4492,-98.7661
ismpkansas70173278,Kansas,37.0083333,-98.0301667
us10004rhj,Oklahoma,36.4674,-98.7839
us10004rg9,Oklahoma,36.5267,-98.7827
us10004rhh,Oklahoma,36.4538,-98.766
us10004rgf,Oklahoma,35.7193,-97.1696
us10004rhd,Oklahoma,36.4524,-98.7606
ismpkansas70173338,Kansas,37.097,-98.0308333
us10004rh4,Oklahoma,36.406,-97.543
us10004rj2,Oklahoma,36.5317,-98.687
us10004rhy,Oklahoma,36.5311,-98.6958
us10004rj3,Oklahoma,36.513,-98.7061
us10004rj0,Oklahoma,36.4767,-98.7472
us10004rip,Oklahoma,35.7477,-97.1601
us10004rj6,Oklahoma,36.4701,-98.7404
us10004rk7,Oklahoma,36.4726,-98.7401
us10004rjd,Oklahoma,36.458,-98.7734
us10004rky,Oklahoma,36.4544,-98.7735
us10004rk5,Oklahoma,35.6637,-97.3966
us10004rl3,Oklahoma,36.4435,-98.7682
us10004rkj,Oklahoma,36.4469,-98.7671
us10004rlc,Oklahoma,36.4472,-98.7646
us10004rla,Oklahoma,36.4753,-98.7517
us10004rlh,Kansas,37.1297,-97.6575
us10004rlu,Oklahoma,35.7215,-97.1624
us10004rmn,Oklahoma,36.449,-98.7715
us10004rmr,Oklahoma,36.4474,-98.7682
us10004rms,Oklahoma,36.4762,-98.725
us10004rmt,Oklahoma,35.9947,-97.1162
us10004rn3,Oklahoma,36.475,-98.7337
us10004rnb,Oklahoma,35.9058,-97.4169
us10004rnn,Oklahoma,36.44,-98.7764
us10004rny,Oklahoma,36.4909,-98.7338
us10004rnz,Oklahoma,36.4938,-98.7149
us10004rwy,Oklahoma,36.4776,-98.7272
ismpkansas70173488,Kansas,37.2488333,-97.643
us10004rpt,Oklahoma,36.4546,-98.7768
us10004rpz,Oklahoma,36.3366,-96.9858
us10004rx9,Oklahoma,36.4903,-98.718
ismpkansas70173558,Kansas,37.051,-97.917
us10004rwl,Oklahoma,35.6669,-97.3994
us10004rxc,Oklahoma,36.5125,-98.7026
us10004rww,Oklahoma,35.6633,-97.3977
us10004rx0,Oklahoma,35.6654,-97.4023
us10004rxg,Oklahoma,36.449,-98.7668
us10004rxi,Oklahoma,36.4406,-98.7803
us10004rxs,Oklahoma,36.7571,-98.0705
us10004ry2,Oklahoma,36.2866,-97.8364
us10004ry9,Oklahoma,35.6645,-97.4049
us10004ryf,Oklahoma,35.6617,-97.3941
us10004ryn,Oklahoma,36.2853,-97.838
us10004rz0,Oklahoma,35.6655,-97.4037
us10004s0b,Oklahoma,35.6697,-97.3916
us10004s0r,Oklahoma,35.6716,-97.393
us10004s18,Oklahoma,36.47,-98.7515
us10004s2l,Oklahoma,35.6651,-97.3943
us10004s6r,Oklahoma,36.4754,-98.7701
us10004s4x,Oklahoma,35.6878,-97.4077
us10004s5e,Oklahoma,35.6724,-97.3925
us20005cgw,Oklahoma,35.7206,-97.1627
us10004s98,Oklahoma,36.4698,-98.7689
us10004s5p,Oklahoma,35.6731,-97.3845
us10004s68,Oklahoma,35.6643,-97.3896
us10004s6d,Oklahoma,36.7961,-97.9993
us10004s72,Oklahoma,36.5051,-98.7347
us10004s75,Oklahoma,36.6755,-97.7377
us10004s9t,Oklahoma,36.4797,-98.8097
us10004sn8,Oklahoma,36.4761,-98.7371
us10004sn9,Oklahoma,36.4633,-98.7531
us10004sna,Oklahoma,36.4681,-98.754
ismpkansas70173783,Kansas,37.1315,-97.9838333
us10004sbr,Oklahoma,35.6718,-97.4179
ismpkansas70173798,Kansas,37.131,-97.9841667
us10004sc8,Oklahoma,35.8926,-96.738
us10004set,Oklahoma,36.178,-97.2561
us10004sh0,Oklahoma,35.6794,-97.3654
us10004sh3,Kansas,37.0515,-97.9188
us10004shn,Oklahoma,36.2279,-98.4396
us10004sjg,Oklahoma,35.7745,-97.4862
us10004sjm,Oklahoma,35.7797,-97.4789
us10004sk3,Oklahoma,36.5285,-97.8778
us10004sk5,Oklahoma,35.8763,-97.3093
us10004skv,Oklahoma,36.2258,-98.4377
us10004slf,Oklahoma,35.8758,-97.3088
us10004sn7,Oklahoma,36.4377,-98.7788
us10004sp6,Oklahoma,36.451,-98.7912
us10004spa,Oklahoma,36.4463,-98.773
us10004spg,Oklahoma,36.4533,-98.7706
us10004spm,Oklahoma,36.5297,-98.9767
us10004sq0,Oklahoma,36.5279,-98.9737
us10004sr4,Oklahoma,36.4469,-98.7669
us10004src,Oklahoma,35.6427,-97.2392
us10004ssx,Oklahoma,36.5251,-98.9769
us10004stv,Oklahoma,36.8828,-97.798
us10004sxt,Oklahoma,36.4558,-98.7726
us10004sxq,Oklahoma,36.4488,-98.789
us10004svh,Oklahoma,35.6698,-97.4138
us10004svk,Oklahoma,36.4368,-98.7771
us10004svl,Oklahoma,36.1337,-98.8066
us10004svr,Oklahoma,35.4357,-97.0111
us10004sxn,Oklahoma,36.4319,-98.7905
us10004sxp,Oklahoma,36.4506,-98.7617
us10004t1b,Oklahoma,36.5539,-99.0411
us10004t22,Oklahoma,36.3395,-97.6723
us10004t3w,Oklahoma,36.4862,-98.7399
us10004t3j,Oklahoma,36.287,-97.5192
us10004t3l,Oklahoma,36.2875,-97.5202
ismpkansas70174123,Kansas,37.2486667,-97.5573333
us10004t3z,Oklahoma,36.4698,-98.7515
us10004t40,Oklahoma,36.4467,-98.7727
us10004t43,Oklahoma,36.2801,-97.5139
us10004t4l,Oklahoma,36.2839,-97.5219
us10004t5d,Oklahoma,36.2921,-97.5274
us10004t5t,Oklahoma,35.8404,-97.347
us10004t5u,Oklahoma,36.4686,-98.7507
us10004t66,Oklahoma,36.2936,-97.5406
us10004t6g,Oklahoma,36.5293,-98.9698
us10004t6w,Oklahoma,36.4701,-98.7444
us10004t77,Oklahoma,36.4711,-98.748
us10004t7e,Oklahoma,36.4736,-98.7528
us10004ujs,Oklahoma,36.4831,-98.7714
us10004t7z,Oklahoma,36.4655,-98.7494
us10004t7f,Oklahoma,36.4665,-98.7549
us10004t7r,Oklahoma,36.464,-98.783
us10004t7h,Oklahoma,36.6671,-97.7431
us10004t8h,Kansas,36.9729,-97.4494
us10004t9h,Oklahoma,36.4282,-97.7232
us10004tcz,Kansas,37.0734,-97.7357
us10004tdb,Oklahoma,36.4419,-98.7829
us10004tgn,Oklahoma,36.4499,-98.7703
us10004tgi,Oklahoma,36.4455,-98.7701
us10004tgg,Oklahoma,36.443,-98.7718
us10004th5,Oklahoma,35.6636,-97.3938
us10004thi,Oklahoma,36.8388,-97.8191
us10004thn,Oklahoma,36.5192,-98.9825
us10004tqv,Oklahoma,36.4672,-98.749
us10004ths,Oklahoma,36.2859,-97.5133
us10004tid,Oklahoma,36.2936,-97.7
us10004tqu,Oklahoma,36.4491,-98.7943
us10004tje,Oklahoma,36.5283,-98.9828
us10004tjj,Oklahoma,36.5254,-98.9867
us10004tjm,Oklahoma,36.4435,-98.7712
us10004tjp,Oklahoma,35.9929,-97.1199
us10004tkc,Oklahoma,36.4439,-98.7931
us10004tl4,Oklahoma,36.293,-97.5342
us20005c1d,Oklahoma,36.0614,-97.4845
us10004tls,Oklahoma,36.5245,-98.6923
ismpkansas70174563,Kansas,37.1208333,-97.4875
us10004tma,Oklahoma,36.443,-98.7808
ismpkansas70174573,Kansas,37.2235,-97.585
us10004tr2,Oklahoma,36.4392,-98.781
us10004tr3,Oklahoma,36.4489,-98.7647
us10004trf,Oklahoma,36.2767,-97.5038
ismpkansas70174623,Kansas,37.1586667,-97.8228333
nm60023803,Arkansas,36.38,-91.2768333
us10004tv4,Oklahoma,36.4688,-98.739
us10004tv7,Oklahoma,36.4809,-98.7388
us10004tv9,Oklahoma,36.471,-98.7377
ismpkansas70174678,Kansas,37.0635,-97.5218333
ismpkansas70174688,Kansas,37.0625,-97.5215
ismpkansas70174693,Kansas,37.2225,-97.5866667
us10004ttb,Oklahoma,36.1876,-97.3189
ismpkansas70174723,Kansas,37.2221667,-97.584
ismpkansas70174758,Kansas,37.2126667,-97.98
us10004ty6,Oklahoma,35.7199,-97.1683
us10004tyh,Oklahoma,36.4538,-98.7687
us10004u03,Oklahoma,36.6685,-97.7419
us10004u0c,Oklahoma,36.4626,-98.7591
us10004u0m,Oklahoma,36.47,-98.758
us10004u0n,Oklahoma,36.2114,-97.2857
us10004u2h,Oklahoma,36.4752,-98.7464
us10004u8x,Oklahoma,36.449,-98.7683
ismpkansas70174918,Kansas,37.2316667,-98.0105
us10004u7w,Oklahoma,36.4751,-98.742
us10004u81,Oklahoma,36.4729,-98.7648
us10004u8z,Oklahoma,36.488,-98.7233
us10004u92,Oklahoma,36.4677,-98.737
us10004u8g,Oklahoma,36.7627,-98.0718
us10004u8j,Oklahoma,36.4472,-98.7798
us10004u8l,Oklahoma,36.4676,-98.7427
us10004u93,Oklahoma,36.4722,-98.752
us10004u94,Oklahoma,36.4432,-98.7721
us10004u97,Oklahoma,36.6681,-97.7416
us10004u98,Oklahoma,36.6688,-97.7403
us10004u99,Oklahoma,36.4612,-98.7611
us10004udj,Oklahoma,36.7013,-98.0588
us10004ue4,Oklahoma,36.4435,-98.785
us10004ueb,Oklahoma,36.4395,-98.7834
us10004ueq,Oklahoma,36.2168,-97.291
us10004uih,Oklahoma,36.6381,-98.1437
us10004uqy,Oklahoma,36.4347,-98.7837
us10004uqu,Oklahoma,36.4434,-98.7707
us10004uql,Oklahoma,36.4449,-98.7697
us10004uqs,Oklahoma,36.4484,-98.769
us10004um1,Oklahoma,35.9294,-96.7376
us10004uqk,Oklahoma,36.4352,-98.7842
us10004unz,Oklahoma,36.434,-98.78
us10004unu,Oklahoma,36.4704,-98.7623
us10004unt,Oklahoma,36.4722,-98.7637
us10004umk,Oklahoma,36.4629,-98.7409
us10004uns,Oklahoma,36.4419,-98.7735
us10004utp,Oklahoma,36.4778,-98.7536
us10004uts,Oklahoma,36.4471,-98.7681
us10004utu,Oklahoma,36.4432,-98.7661
us10004utr,Oklahoma,36.4473,-98.7693
us10004uxs,Oklahoma,36.4477,-98.7625
us10004uxy,Oklahoma,36.4915,-98.711
us10004uy4,Oklahoma,36.4333,-98.6932
us10004uy7,Oklahoma,36.4394,-98.7857
us10004uy8,Oklahoma,36.4597,-98.7685
us10004uy9,Oklahoma,36.4544,-98.7619
us10004uvw,Colorado,37.2732,-104.9779
us10004uw6,Oklahoma,36.6018,-97.7735
us10004uya,Oklahoma,36.4453,-98.7724
ismpkansas70175393,Kansas,37.1751667,-97.787
ismpkansas70178403,Kansas,37.2965,-97.595
ismpkansas70175443,Kansas,37.2316667,-98.0105
us10004vk2,Oklahoma,35.8631,-97.2155
us10004vk8,Oklahoma,35.8629,-97.2123
us10004vp4,Oklahoma,36.4459,-98.7788
us10004vp5,Oklahoma,36.4623,-98.7891
us10004vp9,Oklahoma,36.4431,-98.7674
us10004vpb,Oklahoma,36.482,-98.7314
us10004vpc,Oklahoma,36.5386,-98.7052
ismpkansas70175538,Kansas,37.2958333,-97.594
us10004vmz,Oklahoma,36.3657,-97.0528
us10004vn9,Oklahoma,36.6898,-98.2625
ismpkansas70175573,Kansas,37.2861667,-97.603
us10004vpk,Oklahoma,36.6857,-98.2607
us10004vq0,Oklahoma,35.8659,-97.2368
us10004vsc,Oklahoma,36.471,-98.748
us10004vsv,Oklahoma,36.469,-98.7517
us10004vsw,Oklahoma,36.4687,-98.7489
ismpkansas70175613,Kansas,37.2931667,-97.5971667
ismpkansas70175618,Kansas,37.2913333,-97.5985
us10004vsx,Oklahoma,36.4687,-98.7502
us10004vtu,Oklahoma,36.4872,-98.7625
us10004vtv,Oklahoma,35.6698,-97.4003
us10004vu6,Oklahoma,35.6657,-97.3954
us10004vuh,Oklahoma,36.6681,-97.7407
nm60024003,Arkansas,36.0771667,-91.3355
us10004vzp,Oklahoma,36.5028,-98.4855
us10004w1n,Oklahoma,36.5024,-98.4853
us10004vzq,Oklahoma,35.9192,-97.3388
us10004w1m,Oklahoma,36.444,-98.7688
us10004vzw,Oklahoma,36.4903,-98.7138
us20005d5d,Oklahoma,36.498,-98.7217
us10004w1k,Oklahoma,36.4634,-98.7572
us10004w1l,Oklahoma,36.4738,-98.764
us10004w5l,Oklahoma,35.6022,-97.123
us10004w7h,Oklahoma,36.4704,-98.7614
us10004w7q,Oklahoma,36.4865,-96.976
us10004w7v,Oklahoma,36.2793,-97.513
us10004w80,Oklahoma,36.2753,-97.5077
us10004wd3,Oklahoma,36.4528,-98.7787
us10004w87,Oklahoma,36.4799,-98.7336
us10004w8g,Oklahoma,35.5404,-97.3094
ismpkansas70175888,Kansas,37.2801667,-97.4926667
us10004w9l,Oklahoma,36.5245,-98.9557
us10004w9x,Oklahoma,36.4594,-98.7349
us10004wa3,Oklahoma,36.4671,-98.7515
us10004wd9,Oklahoma,36.4536,-98.7615
us10004wda,Oklahoma,36.4706,-98.7537
us10004wae,Oklahoma,36.2607,-97.3429
us10004wf2,Oklahoma,36.4392,-98.7823
us10004wej,Oklahoma,36.4325,-98.7887
ismpkansas70175968,Kansas,37.2965,-97.5971667
us10004wf4,Oklahoma,36.4433,-98.7668
us10004wft,Oklahoma,36.4387,-98.7772
us10004wgn,Oklahoma,36.1306,-97.2533
us10004wgw,Oklahoma,36.5179,-97.7399
us10004wii,Oklahoma,36.5263,-98.6867
us10004wil,Oklahoma,36.2776,-97.5113
us10004wka,Oklahoma,36.4532,-98.7696
us10004wk9,Oklahoma,36.4504,-98.7711
us10004wiw,Oklahoma,36.5132,-98.7147
us10004wkd,Oklahoma,36.4471,-98.7824
us10004wn5,Oklahoma,36.4366,-98.7753
us10004wli,Oklahoma,36.6753,-98.1644
us10004wnm,Oklahoma,36.4379,-98.78
us10004wnp,Oklahoma,36.4487,-98.7706
us10004wnd,Oklahoma,36.287,-97.6458
us10004wne,Oklahoma,36.284,-97.641
us10004wxi,Oklahoma,36.437,-98.7822
us10004wp9,Oklahoma,36.4406,-98.7782
us10004wpq,Oklahoma,35.9822,-96.8066
us10004wxn,Oklahoma,36.439,-98.7761
us10004wri,Oklahoma,35.7874,-96.9892
us10004wxq,Oklahoma,36.507,-98.7007
us10004wxf,Oklahoma,36.373,-97.7223
us10004wz5,Oklahoma,35.4361,-97.0126
ismpkansas70176408,Kansas,37.2123333,-97.9758333
us10004x1a,Oklahoma,36.4667,-98.7415
us10004x1b,Oklahoma,36.438,-98.7751
us10004x85,Oklahoma,36.4746,-98.744
us10004x83,Oklahoma,36.4492,-98.7631
us10004x82,Oklahoma,36.4667,-98.7438
us10004x7z,Oklahoma,36.4456,-98.7741
us10004x7y,Oklahoma,36.4429,-98.7791
us10004x36,Oklahoma,36.4742,-98.8564
us10004x4w,Oklahoma,36.4846,-98.7579
us10004x4x,Oklahoma,36.6048,-97.7723
us10004x5q,Oklahoma,36.2858,-97.5196
nm60024203,Arkansas,35.2891667,-91.3623333
us10004x62,Oklahoma,36.1032,-97.8804
us10004x6b,Oklahoma,36.2796,-97.5125
us10004x6u,Oklahoma,36.4292,-97.7222
us10004xa5,Oklahoma,36.4545,-98.7616
us10004xa1,Oklahoma,36.4494,-98.7645
us10004x8b,Oklahoma,36.18,-96.9715
us10004x9k,Colorado,37.054,-104.9731
us10004x9v,Oklahoma,36.4685,-98.7485
us10004xad,Oklahoma,36.468,-98.7492
us10004xhk,Oklahoma,36.4678,-98.743
us10004xam,Oklahoma,36.4416,-98.7806
us10004xk1,Oklahoma,36.443,-98.771
us10004xk5,Oklahoma,36.4497,-98.7747
us10004xb6,Oklahoma,36.478,-98.747
us10004xkk,Oklahoma,36.4476,-98.7749
us10004xck,Oklahoma,36.3661,-97.7243
us10004xcy,Oklahoma,36.8389,-98.2762
us10004xkp,Oklahoma,36.4375,-98.7896
us10004xf5,Oklahoma,36.4456,-98.7801
us10004xjy,Oklahoma,36.308,-97.4946
us10004xl5,Oklahoma,35.6746,-97.3914
us10004xms,Kansas,37.0067,-98.0372
us10004xmz,Oklahoma,36.2893,-97.4896
us10004xnh,Oklahoma,36.4466,-98.7748
us10004xnj,Oklahoma,36.4733,-98.7605
us10004xng,Oklahoma,35.7869,-96.9875
us10004xnk,Kansas,37.052,-97.9097
us10004xnl,Oklahoma,35.8207,-96.8144
us10004xnq,Oklahoma,36.274,-97.4631
us20005a2t,Oklahoma,36.4428,-98.7747
us10004xpj,Oklahoma,36.5292,-99.0165
us10004xr7,Oklahoma,36.6629,-97.2568
ismpkansas70176913,Oklahoma,36.9928333,-97.833
us10004xrh,Oklahoma,36.6645,-97.2555
us10004xs5,Oklahoma,36.5271,-98.9753
ismpkansas70176933,Kansas,36.9943333,-97.8338333
us20005a1t,Oklahoma,36.475,-98.8237
us20005a22,Kansas,37.1512,-98.0063
us20005a2c,Oklahoma,36.2862,-97.4901
us20005a41,Oklahoma,36.8392,-98.2791
us20005a5e,Oklahoma,36.4484,-98.7691
us20005a5h,Oklahoma,36.5188,-98.696
us20005a6z,Oklahoma,36.472,-98.7479
us20005a71,Oklahoma,36.4381,-98.7822
us20005a63,Oklahoma,36.8596,-98.1493
us20005a65,Oklahoma,36.9164,-97.9872
us20005a78,Oklahoma,36.4558,-98.762
us20005a9r,Oklahoma,36.458,-98.774
us20005aai,Oklahoma,36.2958,-96.8189
us20005abj,Oklahoma,36.4544,-98.7728
us20005abi,Oklahoma,36.4351,-98.7905
us20005ab3,Oklahoma,36.8337,-98.2972
us20005ab4,Oklahoma,36.5242,-98.5907
us20005abg,Oklahoma,36.4371,-98.7861
