order_number,well_number,approval_date,year
91401.0,56-8,1972-06-07,1972
318490.0,5-1,1987-10-29,1987
242778.0,6-1,1983-08-02,1983
265180.0,15-2,1984-09-11,1984
245960.0,20-2A,1983-07-25,1983
425153.0,14-1,1998-07-27,1998
242321.0,20-3A,1983-07-25,1983
463866.0,2,2002-05-02,2002
440031.0,2,2000-03-31,2000
403572.0,11,1996-07-19,1996
403573.0,14,1996-07-19,1996
403574.0,19,1996-07-19,1996
403578.0,30,1996-07-19,1996
404240.0,8,1996-08-13,1996
258187.0,72,1984-04-27,1984
404245.0,57,1996-08-13,1996
403496.0,232,1996-07-17,1996
488506.0,231,2004-04-12,2004
404241.0,36,1996-08-13,1996
1007390094.0,221,2010-06-17,2010
488507.0,230,2004-04-13,2004
403530.0,74,1996-07-18,1996
403531.0,77,1996-07-18,1996
490062.0,225,2004-05-14,2004
403577.0,27,1996-07-19,1996
403575.0,21,1996-07-19,1996
404242.0,46,1996-08-13,1996
403529.0,67,1996-07-18,1996
403581.0,69,1996-07-19,1996
322355.0,5,1988-02-24,1988
315556.0,10,1987-08-11,1987
322353.0,12,1988-02-24,1988
315568.0,3,2003-09-02,2003
315567.0,1,1987-08-11,1987
315557.0,14,1987-08-11,1987
567323.0,185,2009-04-29,2009
285973.0,184,1985-10-25,1985
322356.0,7,1988-02-24,1988
315570.0,6,1987-08-11,1987
322357.0,8,1988-02-24,1988
315561.0,26,1987-08-11,1987
315562.0,28,1987-08-11,1987
315560.0,22,1987-08-11,1987
319988.0,40,1987-12-15,1987
315575.0,43,1987-08-11,1987
315572.0,38,1987-08-11,1987
315586.0,70,1987-08-11,1987
476361.0,67,2003-05-29,2003
476359.0,54,2003-05-29,2003
315577.0,49,1987-08-11,1987
476362.0,74,2003-05-29,2003
476360.0,65,2003-05-29,2003
315584.0,63,1987-08-11,1987
315558.0,18,1987-08-11,1987
315563.0,30,1987-08-11,1987
315564.0,32,1987-08-11,1987
315566.0,36,1987-08-11,1987
315576.0,45,1987-08-11,1987
315565.0,34,1987-08-11,1987
265563.0,110,1987-09-17,1987
404246.0,124,1996-08-13,1996
102781.0,131,1974-01-23,1974
380505.0,142,1994-03-03,1994
377245.0,121,1993-10-18,1993
265562.0,93,1984-09-17,1984
403534.0,92,1996-07-18,1996
383260.0,94,1994-05-04,1994
403493.0,111,1996-07-17,1996
403532.0,79,1996-07-18,1996
373546.0,6-2,1993-04-27,1993
373550.0,12-2,1993-04-27,1993
373553.0,17-11,1993-04-27,1993
373549.0,10-1,1993-04-27,1993
295280.0,15-1,1986-03-28,1986
373548.0,8-5,1993-04-27,1993
373547.0,7-4,1993-04-27,1993
326519.0,81,1988-06-01,1988
322754.0,79,1988-03-04,1988
324529.0,3,1988-04-15,1988
373554.0,20-1,1993-04-27,1993
373552.0,17-8,1993-04-27,1993
198815.0,1-20E,1981-09-18,1981
91401.0,7-10,1972-06-07,1972
91401.0,S1-6,1972-06-07,1972
91401.0,4-6,1972-06-07,1972
343261.0,1-13E,1989-11-30,1989
91401.0,1-15E,1972-06-07,1972
91401.0,1-17J,1972-06-07,1972
91401.0,J1-20,1972-06-07,1972
91401.0,J1-21,1972-06-07,1972
298671.0,12,1986-05-30,1986
91401.0,20-6,1972-06-07,1972
91401.0,14-9,1972-06-07,1972
91401.0,18-13,1972-06-07,1972
91401.0,18-15,1972-06-07,1972
91401.0,17-1,1972-06-07,1972
291691.0,18-14,1985-12-30,1985
94574.0,36-10,1972-12-08,1972
91401.0,32-3,1972-06-07,1972
91401.0,37-8,1972-06-07,1972
312649.0,45-2,1987-05-22,1987
91401.0,51-2,1972-06-07,1972
295289.0,34-9,1986-03-28,1986
91401.0,24-2,1972-06-07,1972
91401.0,23-10,1972-06-07,1972
91401.0,23-17,1972-06-07,1972
91401.0,23-15,1972-06-07,1972
202355.0,22-6A,1981-11-12,1981
267169.0,44-12,1984-10-18,1984
267167.0,31-4,1984-10-18,1984
562676.0,31-2,2008-11-26,2008
267168.0,32-4,1984-10-18,1984
267171.0,31-1,1984-10-18,1984
168319.0,61-6,1980-04-28,1980
167001.0,56-3A,1980-04-03,1980
168317.0,56-1A,1980-04-28,1980
267170.0,53-2,1984-10-18,1984
360689.0,51-16,1991-10-14,1991
267166.0,30-3,1984-10-18,1984
295286.0,29-3,1986-03-28,1986
295285.0,41-3,1986-03-28,1986
295275.0,29-4,1986-03-28,1986
295281.0,28-1,1986-03-28,1986
295283.0,37-1,1986-03-28,1986
295284.0,40-3,1986-03-28,1986
290357.0,49-1,1985-12-18,1985
274880.0,46-3,1985-03-19,1985
295276.0,50-3,1986-03-28,1986
370500.0,18-4,1992-12-16,1992
370492.0,30-1,1992-12-16,1992
370490.0,30-2,1992-12-16,1992
369879.0,17-5,1992-12-23,1992
370498.0,17-2,1992-12-16,1992
370499.0,17-3,1992-12-16,1992
370497.0,16-1,1992-12-16,1992
370496.0,15-2,1992-12-16,1992
370485.0,27A-4A,1992-12-16,1992
372058.0,26-B1,1993-02-26,1993
370486.0,27B-1,1992-12-16,1992
370487.0,41-2,1992-12-16,1992
370488.0,41-1,1992-12-16,1992
370526.0,41-4,1992-12-16,1992
370525.0,41-5,1992-12-16,1992
370524.0,49-5,1992-12-16,1992
370523.0,49-6,1992-12-16,1992
378472.0,49-8,1992-12-16,1992
370513.0,49-9,1992-12-16,1992
370489.0,40-2B,1992-12-16,1992
370491.0,38-1,1992-12-16,1992
50806.0,2,1963-01-16,1963
370495.0,14-1,1992-12-16,1992
370483.0,23-1,1992-12-16,1992
370484.0,24-1F,1992-12-16,1992
37860.0,3,1958-08-04,1958
269430.0,52-5A,1984-11-30,1984
370481.0,22-1,1992-12-16,1992
370528.0,11A-1,1992-12-16,1992
370508.0,10-1,1992-12-16,1992
370494.0,11A-3,1992-12-16,1992
370480.0,19-2,1992-12-16,1992
370510.0,53-3,1992-12-16,1992
370511.0,53-4,1992-12-16,1992
370503.0,57-9,1992-12-16,1992
370387.0,57-2,1992-12-14,1992
370501.0,57-5,1992-12-16,1992
370502.0,57-7,1992-12-16,1992
370519.0,55B-3,1992-12-16,1992
370509.0,55A-9,1992-12-16,1992
370515.0,55A-10,1992-12-16,1992
370517.0,55B-7,1992-12-16,1992
370527.0,55B-11,1992-12-16,1992
360691.0,62-9,1991-10-14,1991
168091.0,61-2,1980-04-22,1980
360512.0,61-10,1991-10-04,1991
360690.0,60-5,1991-10-14,1991
379281.0,59-1,1994-01-13,1994
343688.0,59-4,1989-12-19,1989
343689.0,62-1A,1989-12-19,1989
380020.0,15,1994-02-08,1994
168316.0,65-1,1980-04-28,1980
235684.0,64-1,1983-03-28,1983
360122.0,68-1,1991-09-19,1991
523568.0,66-4C,2006-04-20,2006
370518.0,55B-5,1992-12-16,1992
370516.0,55B-8,1992-12-16,1992
370520.0,57-1,1992-12-16,1992
400846.0,42-05,1996-04-08,1996
400845.0,51-1A,1996-04-08,1996
245959.0,42-2,1983-10-03,1983
399925.0,47-1B,1996-03-05,1996
399512.0,47-3A,1996-02-16,1996
402873.0,58-1,1996-06-24,1996
364529.0,56-6,1992-04-07,1992
401024.0,63-9,1996-04-16,1996
399513.0,63-11,1996-02-16,1996
401025.0,55-1A,1996-04-16,1996
38017.0,3A,1958-10-06,1958
242787.0,53-3,1983-08-02,1983
242235.0,60-1,1983-07-22,1983
401259.0,61A-3,1996-04-24,1996
364531.0,65A-5,1992-04-07,1992
397428.0,65-3,1968-06-10,1968
247875.0,70-2,1983-11-03,1983
242234.0,61A-2,1983-07-22,1983
364528.0,71-3,1992-04-07,1992
364530.0,75-2,1983-10-03,1983
245957.0,80-3B,1983-10-03,1983
247188.0,D-4,1983-10-25,1983
397426.0,73-1,1995-11-21,1995
1609090026.0,1,2016-07-13,2016
134276.0,3,1977-09-23,1977
1706650009.0,8,2017-03-21,2017
135218.0,7,1977-10-28,1977
67235.0,24,1972-12-14,1972
67235.0,23,1972-12-14,1972
299880.0,11-8 W,1986-07-01,1986
57158.0,8-A5W,1964-12-21,1964
565009.0,12-1W,2009-02-04,2009
565008.0,12-2W,2009-02-04,2009
289852.0,3-1 W,1985-12-10,1985
70267.0,2-73,1968-12-12,1968
137386.0,E-22,1978-01-16,1978
220220.0,E-25,1982-07-08,1982
249069.0,D-13,1983-11-28,1983
420675.0,F-33,1998-02-18,1998
310635.0,12,1987-04-02,1987
367351.0,18,1992-07-31,1992
84228.0,1-2,1971-03-24,1971
84232.0,3-4,1971-03-24,1971
84231.0,4-1,1971-03-24,1971
85290.0,A-1,1971-06-04,1971
389465.0,3-1,1995-01-19,1995
84938.0,2501,1971-05-15,1971
344277.0,3801,1990-01-18,1990
389464.0,3-8,1995-01-19,1995
95866.0,4,1973-02-05,1973
449184.0,30-2UP,2001-02-15,2001
449185.0,30-7UP,2001-02-15,2001
298108.0,1A,1986-05-14,1986
257321.0,7,1984-04-12,1984
298108.0,3,1986-05-14,1986
301596.0,1,1986-08-12,1986
95866.0,4,1973-02-05,1973
95866.0,10,1973-02-05,1973
126288.0,9,1976-12-03,1976
137729.0,2,1978-01-30,1978
312748.0,3,1987-05-26,1987
146818.0,11,1978-11-09,1978
250082.0,1,1983-12-14,1983
163169.0,3,1980-01-23,1980
1006020007.0,8,2012-02-27,2012
145379.0,13,1978-09-26,1978
95685.0,12,1973-01-30,1973
96582.0,22,1973-03-23,1973
145379.0,26,1978-09-26,1978
145379.0,55,1978-09-26,1978
161137.0,58,1979-12-10,1979
364435.0,2,1992-04-02,1992
364534.0,4,1992-04-06,1992
438347.0,8-3,2000-02-01,2000
491746.0,15-1,2004-07-01,2004
95833.0,13-1,1973-02-05,1973
108687.0,25-1A,1974-11-13,1974
560575.0,9-25,2008-10-09,2008
267163.0,1-30,1984-10-18,1984
94628.0,10-42,1972-12-14,1972
90337.0,18-1,1972-04-11,1972
125122.0,G-13-1,1976-10-20,1976
420955.0,G-12,1998-02-25,1998
151883.0,L-19,1979-04-12,1979
237673.0,L-17,1983-04-29,1983
153621.0,O-49,1979-05-30,1979
261955.0,O-59,1984-07-05,1984
537468.0,1,2007-04-02,2007
185867.0,10-1,1981-03-16,1981
219495.0,30-4,1982-07-01,1982
219495.0,43-1,1982-07-01,1982
163288.0,113,1980-01-24,1980
163288.0,155,1987-08-11,1987
163288.0,136,1979-10-03,1979
163288.0,148,1979-10-03,1979
163288.0,159,1979-10-03,1979
315544.0,37,1987-08-11,1987
163288.0,43,1979-10-03,1979
163288.0,45,1979-10-03,1979
163288.0,47,1979-10-03,1979
315536.0,62,1987-08-11,1987
294952.0,64,1986-03-20,1986
294503.0,66,1986-03-11,1986
445328.0,102,2000-10-03,2000
453766.0,116,2001-07-03,2001
294555.0,144,1986-03-12,1986
294333.0,158,1986-03-07,1986
163288.0,163,1979-10-03,1979
163288.0,181,1979-10-31,1979
447670.0,44-14,2000-12-20,2000
447283.0,47-1,2000-12-05,2000
322788.0,61-6,1988-03-07,1988
342264.0,74-4A,1989-10-17,1989
295121.0,121,1986-03-25,1986
163288.0,129,1979-10-03,1979
352819.0,55-1,1990-12-21,1990
357348.0,34-4,1962-01-10,1962
185865.0,77-7,1981-03-16,1981
91401.0,27-5,1972-06-07,1972
91401.0,49-2,1972-06-07,1972
187652.0,20-2B,1981-04-03,1981
100766.0,G-4,1973-10-24,1973
358180.0,5,1991-06-27,1991
296785.0,24-20,1986-04-23,1986
83937.0,1-2,1971-03-01,1971
378524.0,19-3,1993-12-09,1993
289683.0,8,1985-12-06,1985
298395.0,8,1986-05-22,1986
311516.0,15-3,1987-04-27,1987
55340.0,24,1964-06-02,1964
322358.0,109,1988-02-24,1988
1605440021.0,87,2016-03-02,2016
51090.0,C-4,1963-02-26,1963
430354.0,8-16,1999-02-22,1999
419009.0,2W-10,1997-12-19,1997
400958.0,27-21A,1996-04-11,1996
494492.0,21W-14,2004-09-02,2004
494824.0,26-16,2004-09-10,2004
496721.0,26-18,2004-10-26,2004
97172.0,4W-26,1973-04-24,1973
97172.0,22W-8,1973-04-24,1973
313876.0,8WS,1987-06-24,1987
98072.0,6,1973-06-12,1973
1407700029.0,5-1,2014-05-30,2014
91800.0,1,1972-06-26,1972
1500030043.0,2-6,2014-08-12,2014
500254.0,107,2005-01-24,2005
503769.0,25-I,2005-04-07,2005
299134.0,9-1,1986-06-11,1986
418275.0,4,1997-11-26,1997
304174.0,8-4,1986-10-15,1986
266503.0,J-10,1984-10-04,1984
248044.0,K-18,1983-11-07,1983
232229.0,J-18,1983-01-15,1983
201894.0,K-20,1981-11-05,1981
267165.0,K-3,1984-10-18,1984
263922.0,M-7,1984-08-10,1984
266504.0,K-14,1984-10-04,1984
153612.0,G1-I,1979-05-30,1979
153251.0,L-21,1979-05-17,1979
245889.0,0-12,1983-09-30,1983
161151.0,N-26,1979-12-10,1979
151738.0,O-3,1979-04-10,1979
261956.0,O-20,1984-07-05,1984
426404.0,O30-I,1998-09-14,1998
426405.0,O-34,1998-09-14,1998
261951.0,U-2-I,1984-07-05,1984
429922.0,U-9,1999-02-01,1999
248047.0,P-3,1983-11-07,1983
248045.0,P-4,1983-11-07,1983
248048.0,P-6,1983-11-07,1983
426401.0,G-5,1998-09-14,1998
125121.0,V-13-1,1976-10-30,1976
426741.0,V-22-1,1998-09-23,1998
249067.0,V-23,1983-11-28,1983
267164.0,V-24,1981-10-18,1981
261950.0,V-34,1984-07-05,1984
125441.0,V-42-I,1976-10-29,1976
125442.0,V-47-I,1976-10-29,1976
263317.0,V-56,1984-08-01,1984
261952.0,V-57,1984-07-05,1984
426742.0,V-62,1998-09-23,1998
107271.0,V-70-1,1974-08-24,1974
235999.0,V-8,1983-03-31,1983
138145.0,X-3,1978-02-07,1978
125124.0,Z-12-1,1976-10-20,1976
411408.0,31,1997-04-16,1997
411407.0,18,1997-04-16,1997
411409.0,34,1997-04-16,1997
137387.0,E-12,1978-01-16,1978
66205.0,2A,1967-06-12,1967
411406.0,13,1997-04-16,1997
36993.0,7 SWD,1958-04-28,1958
39679.0,4,1959-05-18,1959
343951.0,3801,1990-01-03,1990
336823.0,3-W14,1989-03-17,1989
429919.0,17-28,1999-02-01,1999
458757.0,42A-4A,2001-12-06,2001
163180.0,84-6,1980-01-23,1980
81414.0,C-5,1970-08-04,1970
81414.0,C-6,1970-08-04,1970
104006.0,5-34,1974-03-21,1974
92125.0,5-35,1972-07-18,1972
104005.0,5-36,1969-09-16,1969
426739.0,14-42,1998-09-23,1998
418963.0,15-1A,1997-12-18,1997
255401.0,6,1984-03-16,1984
70267.0,3-75,1968-12-12,1968
90337.0,7-1,1972-04-11,1972
104156.0,20-1,1974-03-27,1974
51090.0,B-3,1963-02-26,1963
51090.0,B-4,1963-02-26,1963
51090.0,C-3,1963-02-26,1963
395406.0,55,1995-09-12,1995
244939.0,1,1983-09-14,1983
477284.0,56,2003-06-23,2003
91401.0,39-5,1972-06-07,1972
91401.0,1-2E,1972-06-07,1972
41184.0,4,1959-12-07,1959
93493.0,16,1972-10-05,1972
411410.0,11,1997-04-16,1997
163288.0,150,1980-01-24,1980
261751.0,6-4,1984-07-02,1984
163288.0,131,1980-01-24,1980
230450.0,6,1982-12-27,1982
144702.0,16-7,1978-09-05,1978
261289.0,10-6,1984-06-22,1984
261288.0,10-4,1984-06-22,1984
261753.0,10-3,1984-07-02,1984
187652.0,9-7,1981-04-03,1981
91401.0,48-2,1972-06-07,1972
146827.0,1,1978-11-09,1978
51090.0,D-3,1963-02-26,1963
107749.0,31-40,1974-09-23,1974
343258.0,2,1989-11-30,1989
425477.0,A-2,1998-08-06,1998
176063.0,A-8I,1980-09-16,1980
417749.0,B-6 I,1997-11-07,1997
59584.0,9,1965-07-15,1965
384294.0,6-2,1994-06-22,1994
569186.0,25,2009-07-21,2009
567995.0,21,2009-05-28,2009
371576.0,15,1993-02-03,1993
564343.0,10-3,2009-01-12,2009
429908.0,3-8,1999-02-01,1999
185867.0,13-6,1981-03-16,1981
565052.0,12-3W,2009-02-05,2009
57158.0,8-W,1964-12-21,1964
219495.0,50-3,1982-07-01,1982
447284.0,44-7,2000-12-05,2000
392593.0,12,1995-05-26,1995
388697.0,7,1994-12-13,1994
388698.0,4,1994-12-13,1994
83934.0,18-1,1971-03-01,1971
83940.0,4-2,1971-03-01,1971
83962.0,4-4,1971-03-01,1971
203417.0,65-7,1981-12-01,1981
38640.0,2,1959-01-13,1959
315545.0,60,1987-08-11,1987
163288.0,49,1980-01-24,1980
140269.0,1,1978-04-21,1978
510797.0,17-6,2005-09-06,2005
84939.0,1301,1971-05-12,1971
84940.0,4901,1971-05-12,1971
56792.0,4,1964-11-12,1964
99857.0,1,1973-09-14,1973
35970.0,4,1957-11-18,1957
42119.0,3,1960-04-07,1960
95890.0,16,1973-02-07,1973
51090.0,B-2,1963-02-26,1963
248046.0,N-28,1983-11-07,1983
249068.0,Q-24,1983-11-28,1983
125440.0,V-25-I,1976-10-29,1976
357349.0,30-2,1991-05-30,1991
507032.0,2-43,2005-06-16,2005
104007.0,2-44,1974-03-21,1974
185935.0,3-A,1981-03-17,1981
170395.0,13-8,1980-06-04,1980
170395.0,3-9,1980-06-04,1980
170395.0,4-2,1980-06-04,1980
170395.0,7-5,1980-06-04,1980
1406560049.0,2,2016-03-02,2016
91401.0,53-1,1972-06-07,1972
364838.0,51,1992-04-20,1992
364834.0,61,1992-04-20,1992
404239.0,4,1996-08-13,1996
403522.0,44,1996-07-18,1996
295129.0,10-5,1986-03-26,1986
261752.0,8-11,1984-07-02,1984
185867.0,55-1B,1981-03-16,1981
362274.0,102,1991-12-27,1991
61565.0,3,1966-02-07,1966
425689.0,9A,1998-08-17,1998
560472.0,66,2008-10-07,2008
419529.0,C-5-I,1998-01-09,1998
1304290042.0,4,2013-03-15,2013
432609.0,112,1999-05-28,1999
524144.0,2-3,2006-04-28,2006
372332.0,19,1993-03-11,1993
372331.0,12,1993-03-11,1993
388700.0,14-1A,1994-12-13,1994
315559.0,20,1987-08-11,1987
62038.0,1,1966-03-29,1966
130830.0,35,1977-05-10,1977
91401.0,55-7,1972-06-07,1972
403305.0,4,1996-07-08,1996
416567.0,103,1997-10-07,1997
1300360134.0,13,2012-10-08,2012
91401.0,55-5,1972-06-07,1972
1405860033.0,2,2014-06-10,2014
92152.0,114,1972-07-19,1972
570440.0,98,2009-09-24,2009
46901.0,B-11,1961-10-24,1961
365133.0,4,1992-05-01,1992
522302.0,5-1,2006-03-29,2006
565007.0,12-5W,2009-02-04,2009
57158.0,1-W,1964-12-21,1964
565011.0,13-1W,2009-02-04,2009
571456.0,2,2009-11-10,2009
163288.0,153,1979-10-03,1979
1707080007.0, 4-21,2017-05-08,2017
330162.0,13-2W,1988-09-09,1988
375325.0,93,1993-07-20,1993
565010.0,13-3W,2009-02-04,2009
344982.0,59,1990-02-20,1990
65605.0,3,1967-04-21,1967
305865.0,15,1986-11-25,1986
477282.0,7-18,2003-06-23,2003
130834.0,22,1977-05-20,1977
92376.0,RM-7,1972-08-01,1972
383388.0,7-19,1994-05-11,1994
67978.0,J-25-I,1968-01-18,1968
67978.0,K-30-I,1968-01-18,1968
67978.0,M-25-I,1968-01-18,1968
67978.0,O-61-I,1968-01-18,1968
67978.0,O-60-I,1968-01-18,1968
67978.0,O-62-1,1968-01-18,1968
67978.0,V-71-I,1968-01-18,1968
67978.0,V-72-I,1968-01-18,1968
315534.0,142,1987-08-11,1987
498074.0,15,2004-11-24,2004
1105900063.0,1-SWD,2011-04-19,2011
338011.0,4401,1989-04-14,1989
343085.0,1,1989-11-22,1989
70267.0,22,1968-12-12,1968
70267.0,24,1968-12-12,1968
70267.0,1-H2,1968-12-12,1968
70267.0,2,1968-12-12,1968
70267.0,3,1968-12-12,1968
397798.0,4,1995-12-07,1995
70267.0,5,1968-12-12,1968
418431.0,7,1997-12-03,1997
70267.0,11,1968-12-12,1968
70267.0,11A,1968-12-12,1968
397800.0,14,1995-12-07,1995
397786.0,15A,1995-12-07,1995
70267.0,18,1968-12-12,1968
70267.0,18A,1968-12-12,1968
70267.0,20,1968-12-12,1968
397788.0,21,1995-12-07,1995
70267.0,23,1968-12-12,1968
70267.0,23A,1968-12-12,1968
70267.0,25-H2,1968-12-12,1968
70267.0,26,1968-12-12,1968
70267.0,26A,1968-12-12,1968
70267.0,27,1968-12-12,1968
70267.0,27-A,1968-12-12,1968
51090.0,C-1,1963-02-26,1963
163288.0,33,1979-10-03,1979
51090.0,A-2,1963-02-26,1963
113628.0,5-18,1975-06-26,1975
417464.0,9-27,1997-10-30,1997
70267.0,8,1968-12-12,1968
98335.0,K-31,1973-06-16,1973
75490.0,W-9,1969-07-14,1969
420757.0,12W-11,1998-02-19,1998
420681.0,12W-12,1998-02-18,1998
81425.0,1E-2,1970-08-04,1970
420691.0,E-3,1998-02-18,1998
417130.0,E-4,1997-10-22,1997
81436.0,E-5,1970-08-05,1970
494351.0,F-1,2004-08-31,2004
81438.0,F-2,1970-08-05,1970
420688.0,F-3,1998-02-18,1998
304989.0,F-5,1986-11-03,1986
304989.0,G-1,1986-11-03,1986
418953.0,G-2,1997-12-18,1997
418954.0,G-3,1997-12-18,1997
417742.0,G-4,1997-11-07,1997
418955.0,G-5,1997-12-18,1997
429923.0,2W-11,1999-02-01,1999
112615.0,1-1,1975-05-06,1975
111873.0,7,1975-03-26,1975
421419.0,14W-26,1998-03-11,1998
128918.0,36,1977-03-14,1977
301593.0,76,1986-08-12,1986
565801.0,3,2009-03-03,2009
343948.0,0201,1990-01-03,1990
419772.0,H-2,1998-01-20,1998
418950.0,H-3,1997-12-18,1997
429914.0,H-4,1999-02-01,1999
426407.0,H-5,1998-09-14,1998
420690.0,I-3,1997-02-18,1997
425688.0,I-4,1998-08-17,1998
1204220075.0,A-3,2012-04-18,2012
81414.0,F-2,1970-08-04,1970
81414.0,D-3,1970-08-04,1970
81414.0,E-2,1970-08-04,1970
81414.0,E-3,1970-08-04,1970
81414.0,E-5,1970-08-04,1970
85467.0,E-4,1971-06-21,1971
81414.0,D-6,1970-08-04,1970
94615.0,D-5,1972-12-14,1972
81414.0,D-4,1970-08-04,1970
440551.0,C-4,2000-04-20,2000
81414.0,C-3,1970-08-04,1970
81414.0,F-4,1970-08-04,1970
81414.0,F-3,1970-08-04,1970
94615.0,F-5,1972-12-14,1972
323422.0,1,1988-03-22,1988
375330.0,1,1993-07-20,1993
109867.0,1,1974-12-31,1974
374986.0,6-2,1993-07-02,1993
123257.0,A-16-1,1976-07-30,1976
496720.0,16-33,2004-10-26,2004
105743.0,16-32,1974-06-07,1974
494350.0,17-27,2004-08-31,2004
338008.0,1401,1989-04-14,1989
479187.0,6401,2003-08-13,2003
467344.0,F-4A,2002-08-29,2002
85467.0,F-3A,1971-06-21,1971
85467.0,E-4A,1971-06-21,1971
85467.0,E-3A,1971-06-21,1971
85467.0,D-4A,1971-06-21,1971
85467.0,D-3A,1971-06-21,1971
85467.0,C-3A,1971-06-21,1971
85467.0,C-4A,1971-06-21,1971
343950.0,5201,1990-01-03,1990
420694.0,31-13,1981-09-05,1981
420689.0,3-38,1998-02-18,1998
420686.0,9-17,1998-02-18,1998
269000.0,18-38,1984-11-26,1984
295143.0,17-26,1986-03-25,1986
420696.0,18-37,1998-02-18,1998
420693.0,B-6,1998-02-18,1998
418949.0,B-7,1998-02-18,1998
86569.0,B-8,1971-09-10,1971
527934.0,C-6,2006-07-31,2006
429921.0,C-7,1999-02-01,1999
421420.0,C-8,1998-03-11,1998
423899.0,D-7,1998-06-15,1998
528853.0,D-8,2006-08-24,2006
417131.0,E-6,1997-10-22,1997
420692.0,E-7,1971-09-02,1971
86569.0,E-8,1971-09-10,1971
494685.0,F-6,2004-09-08,2004
499766.0,F-7,2005-01-10,2005
418965.0,F-8,1997-12-18,1997
77163.0,G-2,1969-09-16,1969
426738.0,G-3,1998-09-23,1998
77163.0,B-3,1969-09-16,1969
103358.0,B-4,1974-02-21,1974
77163.0,B-5,1969-09-16,1969
417741.0,G-4,1997-11-07,1997
86797.0,G-5,1971-09-23,1971
421418.0,G-6,1998-03-11,1998
77163.0,G-7,1969-09-16,1969
77163.0,H-6,1969-09-16,1969
77163.0,H-7,1969-09-16,1969
421802.0,B-3A,1998-03-30,1998
91273.0,2,1972-05-30,1972
1703210038.0,16,2016-12-02,2016
559047.0,5,2008-09-04,2008
94617.0,A-2,1977-12-14,1977
94617.0,A-3,1977-12-14,1977
77163.0,A-4,1969-09-16,1969
481032.0,1,2003-09-30,2003
480429.0,1,2003-09-16,2003
123249.0,A-17-1,1976-07-03,1976
123256.0,C-14-1,1976-07-30,1976
123244.0,G-18-1,1976-07-30,1976
89814.0,18,1972-03-14,1972
89814.0,19,1972-03-14,1972
92120.0,F-2A,1972-07-18,1972
426530.0,F-3B,1998-09-17,1998
405781.0,15-60,1996-10-03,1996
406591.0,15-61,1996-11-04,1996
429924.0,16-48,1999-02-01,1999
406596.0,16-50,1996-11-04,1996
406647.0,16-51,1996-11-05,1996
295522.0,26-20,1986-04-01,1986
123248.0,P12I,1976-07-30,1976
92120.0,E-6A,1972-07-18,1972
480430.0,1,2003-09-16,2003
89814.0,20,1972-03-14,1972
504991.0,1,2005-05-05,2005
92868.0,A-5,1972-09-06,1972
403585.0,1,1996-07-19,1996
70267.0,30,1968-12-12,1968
70267.0,31,1968-12-12,1968
70267.0,32,1968-12-12,1968
70267.0,28,1968-12-12,1968
70267.0,29,1968-12-12,1968
70267.0,33,1968-12-12,1968
527935.0,7-24,2006-07-31,2006
263327.0,4-15I,1984-08-01,1984
119843.0,1,1976-03-12,1976
94627.0,33,1972-12-14,1972
403334.0,1,1996-07-10,1996
94627.0,34,1972-12-14,1972
123253.0,E-29-1,1976-07-30,1976
123247.0,N-39-1,1976-07-30,1976
123255.0,X-11-I,1976-07-30,1976
123254.0,X-12-1,1976-07-30,1976
406597.0,9-22,1996-11-04,1996
426529.0,27-11,1998-09-17,1998
422932.0,1-17,1998-05-06,1998
429915.0,33-6,1999-02-01,1999
429916.0,26-W20,1999-02-01,1999
495796.0,28-16,2004-10-04,2004
98924.0,28W-17,1973-07-27,1973
494494.0,28W-18,2004-09-02,2004
430516.0,27-22,1999-02-06,1999
98924.0,24W-7,1973-07-27,1973
494493.0,34-10,2004-09-02,2004
419778.0,2W-12,1998-01-20,1998
235179.0,14W-27,1983-03-15,1983
417748.0,V74,1983-08-26,1983
117316.0,9-2,1975-12-12,1975
418958.0,H-2,1973-09-04,1973
99629.0,H-3,1973-09-04,1973
420676.0,H-5A,1998-01-28,1998
105955.0,I-5,1974-06-17,1974
418966.0,H-5,1997-12-18,1997
147677.0,7-4,1978-12-11,1978
91401.0,54-4,1972-06-07,1972
397787.0,34,1968-12-12,1968
70267.0,35,1968-12-12,1968
425690.0,G3-A,1998-08-17,1998
101422.0,H-4,1973-11-28,1973
406595.0,11-41,1984-08-10,1984
253276.0,9-19,1984-02-06,1984
105956.0,H-1,1974-06-17,1974
105955.0,1-4,1974-06-17,1974
105955.0,1-5A,1974-06-17,1974
426740.0,11-42,1998-09-23,1998
123245.0,L-22-1,1976-07-30,1976
410867.0,Q34-I,1997-04-02,1997
123250.0,V-77-1,1976-07-30,1976
130830.0,129,1977-05-10,1977
84936.0,5501,1971-05-12,1971
356809.0,21,1991-05-10,1991
108685.0,17-2,1974-11-13,1974
496628.0,28W-20,2004-10-22,2004
420682.0,17W-30,1998-02-18,1998
403337.0,1,1996-07-10,1996
407770.0,4,1996-12-12,1996
403336.0,2,1996-07-10,1996
425691.0,2-14,1998-08-17,1998
430355.0,24-8,1999-02-22,1999
113711.0,1-4W,1975-07-01,1975
403586.0,4,1996-07-19,1996
146823.0,5,1978-11-09,1978
345805.0,14,1990-03-20,1990
260061.0,16,1984-05-30,1984
429913.0,31-3,1999-02-01,1999
