well_number,latitude,longitude,zone
1,34.4948838,-97.5391991,GOODWIN
PL 2,34.4985528,-97.5347777,DEESE
3-1,34.4786916,-97.5610737,DEESE
4,34.4876243,-97.5348532,PONTOTOC
14-2,34.4896224,-97.5107034,TUSSY
7-13,34.4786769,-97.5435848,DEESE
6-22,34.4822425,-97.5436238,DEESE
10-7,34.4804969,-97.5546876,DEESE
1C-1,34.4841275,-97.5588926,DEESE
1,34.493055,-97.5479756,SIMS
8-7,34.4804932,-97.550142,DEESE
9-7,34.4786761,-97.5523243,DEESE
8-2,34.4804893,-97.5457622,"DEESE, GOODWIN"
8-5,34.4786695,-97.547958,GOODWIN
8-11,34.4786776,-97.5479484,"DEESE, GOODWIN"
9-1,34.48412,-97.5501495,DEESE
9-5,34.4823084,-97.5523522,"DEESE, GOODWIN"
4-2,34.4841183,-97.5479595,DEESE
1B-2,34.4877467,-97.5589003,DEESE
1A-1,34.4859466,-97.5610865,DEESE
2-1,34.4859198,-97.5567066,DEESE
3-2,34.4876932,-97.550157,DEESE
3-4,34.4858562,-97.5479762,DEESE
1,34.5041965,-97.5456601,TUSSY
1,34.4783369,-97.457572,TATUM
3-1,34.4837829,-97.4617959,TATUM
8-1,34.4828864,-97.4574604,"HOGAN, TATUMS "
7-1,34.4855468,-97.4607525,"HOGAN, TATUMS "
1,34.4674263,-97.4576098,DEESE
6,34.4664944,-97.460852,TATUM
1,34.4913579,-97.5194654,TUSSY
24-9,34.4859432,-97.517272,TUSSY
6-11,34.4768998,-97.4931204,DEESE
7-4,34.4732728,-97.4931356,DEESE
6-7,34.4732619,-97.4975501,TATUM
24-1,34.4660077,-97.4931792,TATUM
1-2,34.4732381,-97.5216083,FUSINILID
4-6,34.4641212,-97.5173126,FUSINILID
5-1,34.467768,-97.5194668,FUSINILID
5-3,34.4695913,-97.521634,FUSINILID
13-1,34.4768278,-97.5457503,DEESE
12-3,34.4750381,-97.552313,DEESE
12-6,34.4768607,-97.5501372,"DEESE, GOODWIN"
12-1,34.4768636,-97.5566899,DEESE
11-8,34.4768162,-97.5544886,DEESE
10-1B,34.4750371,-97.561042,DEESE
13-J2,34.471373,-97.5566163,DEESE
13-J5,34.4740685,-97.5544574,DEESE
21-1,34.4677142,-97.5523034,DEESE
22-9,34.464075,-97.5525647,DEESE
13-19,34.4750572,-97.5555922,DEESE
30-13,34.460424,-97.550071,DEESE
30-17,34.4569574,-97.5479245,DEESE
28A-1B,34.4568142,-97.552247,DEESE
47-3,34.4493836,-97.5476935,DEESE
45-1,34.4495523,-97.5522701,DEESE
39-21,34.4531812,-97.5544075,DEESE
39-10,34.4534616,-97.5609729,DEESE
39-15,34.4497212,-97.5568965,DEESE
2,34.4604543,-97.534804,DEESE
34-1,34.4604428,-97.5391714,DEESE
32-1,34.4603487,-97.5435499,DEESE
36-1,34.4568158,-97.5391484,DEESE
32-2,34.4568101,-97.5413546,DEESE
7-2,34.4604822,-97.51736,FUSINILID
7-5,34.456855,-97.5173406,FUSINILID
42-1,34.4625322,-97.49436,TATUM
44-19,34.4605217,-97.4954165,DEESE
44-9,34.4587214,-97.4932288,"PENNINGTON, STRAY, TATAUMS"
67-1,34.4555388,-97.5036275,TATUM
40-9,34.4605729,-97.4801022,TATUM
61-10,34.4587519,-97.4779492,"PENNINGTON, STRAY, TATAUMS"
23,34.4460225,-97.4625915,"HOXBAR, PENN, TATUMS"
3-4,34.4462666,-97.4645412,TATUM
5-3,34.4424017,-97.460372,"HOXBAR, PENN, TATUMS"
9,34.442122,-97.45818,TATUM
5-4,34.4423946,-97.462594,"HOXBAR, PENN, TATUMS"
5-8,34.442409,-97.4647742,"HOXBAR, PENN, TATUMS"
3,34.4204905,-97.552309,DEESE
10-3,34.4387472,-97.4603757,"PENN, TATUMS"
11,34.4368967,-97.4582184,"HOXBAR, PENN, TATUMS"
12-2,34.4440892,-97.5348598,DEESE
6-1,34.4422694,-97.537036,DEESE
7-6,34.4440798,-97.5391568,DEESE
8-1,34.444217,-97.5435348,DEESE
15-1,34.4404275,-97.5346583,DEESE
20-2,34.4349903,-97.5325673,DEESE
1-4,34.4459255,-97.5475252,DEESE
68-8,34.4455539,-97.5522788,DEESE
71-1,34.4395678,-97.5511809,DEESE
65-14,34.4459421,-97.5566369,DEESE
81-1,34.4386455,-97.5479016,DEESE
65-13,34.4459772,-97.5610236,DEESE
67-5,34.4424601,-97.5564772,DEESE
79-4,34.4386609,-97.5522726,DEESE
82-1,34.4350025,-97.5478977,DEESE
80-1,34.4350178,-97.5522685,DEESE
77-8,34.4386573,-97.5544668,DEESE
76-1,34.4350367,-97.5588507,DEESE
5,34.4331778,-97.5458825,DEESE
88-3,34.4314291,-97.5566315,DEESE
86-2,34.4314326,-97.5588136,DEESE
5 UPPR,34.4205015,-97.5566759,DEESE
83,34.420739,-97.5323248,"DEESE, FLATTOP, GOODWIN, SPRINGER"
81,34.4204781,-97.5370152,"DEESE, SPRINGER"
80,34.420478,-97.5371507,"DEESE, SPRINGER"
19,34.4313453,-97.5172617,"DEESE, SPRINGER"
26,34.4295464,-97.5150906,"DEESE, SPRINGER"
17,34.4313306,-97.5216106,DEESE
24,34.4295317,-97.5194395,"DEESE, SPRINGER"
22,34.4295169,-97.5237884,"DEESE, SPRINGER"
12,34.4310713,-97.4965054,"CARPENTER, TUSSY"
3-8,34.4205914,-97.4976447,DEESE
93,34.4205417,-97.5085782,"DEESE, SPRINGER"
4-1,34.4206163,-97.491021,DEESE
1,34.40601,-97.4209012,DEESE
18,34.4128716,-97.4280338,"PENN, WILDCAT J"
6,34.4060756,-97.4340229,"DEESE, HOXBAR"
36,34.4170098,-97.4472474,"COUNTY LINE, TATUMS"
29,34.4188189,-97.4472171,"HOXBAR, PENN, TATUMS"
44,34.4133801,-97.4472394,"COUNTY LINE, TATUMS"
34,34.4170087,-97.451621,PENNSYLVANIA
30,34.4188241,-97.449434,"COUNTY LINE, HOXBAR, PENN, TATUMS"
32,34.4188203,-97.4537972,"HOXBAR, TATUM"
42,34.4133803,-97.4516451,"HOXBAR, PENN, TATUMS"
57,34.4095,-97.44509,"HOXBAR, PENN, TATUMS"
56,34.4101978,-97.4471891,"HOXBAR, TATUM"
70,34.40588,-97.44071,PENNSYLVANIA
52,34.4115648,-97.4494359,"HOXBAR, TATUMS"
54,34.4097524,-97.4516758,TATUM
64,34.4079348,-97.4494294,PENNSYLVANIA
53,34.4115657,-97.4516604,PENNSYLVANIA
85,34.4025868,-97.4425075,PENNSYLVANIA
84,34.4024495,-97.445035,"HEALDTON, HOXBAR "
89,34.4006407,-97.4405373,PENNSLYVANIA
90,34.4006356,-97.4448961,TATUM
92,34.4006526,-97.4471967,PENNSYLVANIA
91,34.4006515,-97.4449758,"HOXBAR, PENN, TATUMS"
79,34.4024735,-97.4560901,TATUM
95,34.4006506,-97.4517146,"HOXBAR, TATUM"
97,34.4006731,-97.4560769,"HOXBAR, TATUMS"
40,34.3951471,-97.4406143,"DEESE, HOXBAR"
116,34.3952961,-97.4449863,PENNSYLVANIA
115,34.3951998,-97.4470116,"HOXBAR, PENN, TATUMS"
118,34.3933494,-97.4467349,"HOXBAR, PENN, TATUMS"
26,34.3969281,-97.423045,"DEESE, HOXBAR"
55,34.3933047,-97.4249677,"DEESE, HOXBAR"
70,34.3914973,-97.4253115,"DEESE, HOXBAR"
69,34.3915041,-97.4274957,"DEESE, HOXBAR"
42,34.3951378,-97.4360764,"DEESE, HOXBAR"
56,34.3933258,-97.4274834,"DEESE, HOXBAR"
66,34.3915138,-97.4360742,"DEESE, HOXBAR"
17-A,34.3919642,-97.4124989,"DES MOINES, PERMIAN "
19,34.3937828,-97.4104288,"DES MOINES, PERMIAN "
27,34.3847621,-97.4037624,DEESE
61,34.382377,-97.40361,PENNSYLVANIA
4,34.38825,-97.40632,PENNSYLVANIA
4,34.3874413,-97.4081331,DES MOINES
11,34.3892577,-97.4070358,DES MOINES
16A,34.3883448,-97.4093343,PENNSLYVANIA
13,34.3865678,-97.4060566,DEESE
75,34.3896911,-97.4209454,"DEESE, HOXBAR"
1,34.3806838,-97.4165349,PERMIAN
7,34.3774712,-97.4191561,"DEESE, HOXBAR"
77,34.3896921,-97.4252052,"DEESE, HOXBAR"
91,34.3878785,-97.4252091,"DEESE, HOXBAR"
89,34.3878862,-97.429584,"DEESE, HOXBAR"
112,34.3842652,-97.4252643,"DEESE, HOXBAR"
98,34.3860727,-97.4295878,"DEESE, HOXBAR"
107,34.3843141,-97.4295916,"DEESE, HOXBAR"
97,34.38589,-97.4272351,"DEESE, HOXBAR"
88,34.387882,-97.4317606,"DEESE, HOXBAR"
80,34.38969,-97.4317552,"DEESE, HOXBAR"
81,34.3897072,-97.4338398,"DEESE, HOXBAR"
86,34.3878896,-97.4360792,"DEESE, HOXBAR"
106,68.7685209,-194.8635431,"DEESE, HOXBAR"
99,34.386074,-97.4317661,"DEESE, HOXBAR"
100,34.3860778,-97.433927,"DEESE, HOXBAR"
105,34.3842669,-97.4339664,"DEESE, HOXBAR"
122,34.3806385,-97.4252248,"DEESE, HOXBAR"
115,34.3824487,-97.4296079,"DEESE, HOXBAR"
114,34.3824449,-97.4274339,"DEESE, HOXBAR"
121,34.3802307,-97.4278935,"DEESE, HOXBAR"
119,34.3806417,-97.4317792,"DEESE, HOXBAR"
118,34.3824711,-97.4363231,"DEESE, HOXBAR"
122,34.389602,-97.4427248,"HOXBAR, PENN, TATUMS"
123,34.3897325,-97.4449678,"HEALDTON, HOXBAR "
1,34.3806703,-97.4404963,"HOXBAR, TATUMS"
2,34.3665895,-97.4071547,HOXBAR
4,34.367944,-97.4076886,HOXBAR
55,34.3752514,-97.398868,PENNSYLVANIA
1-6,34.3693577,-97.3939635,DES MOINES
1-14,34.3710337,-97.3951241,DES MOINES
1-15,34.3721115,-97.3980697,DEESE
3-1,34.3680801,-97.3917859,PENNSYLVANIA
7,34.3656923,-97.3939255,PENNSLYVANIA
5-3,34.3643167,-97.3901221,DEESE
6,34.3592528,-97.3764292,HOXBAR
2,34.3570046,-97.3857574,HOXBAR
2,34.3479463,-97.3703297,LONE GROVE
6,34.3584354,-97.3951022,HOXBAR
5,34.3547411,-97.3950888,PONTOTOC
1,34.3570161,-97.3967736,HOXBAR
1,34.352002,-97.39267,HOXBAR
1,34.3574611,-97.4049784,CISCO
57-1,34.3516304,-97.447037,"CARPENTER, FUSULINID, MORRIS, TUSSY"
59-3,34.3479796,-97.4472028,DEESE
56-8,34.3479877,-97.4495548,DEESE
5-1,34.3461481,-97.4427503,DEESE
6-1,34.3443731,-97.4427497,DEESE
15-2,34.3388678,-97.4495174,DEESE
20-2A,34.337054,-97.4517037,DEESE
14-1,34.3388675,-97.4538898,FUSILINID
20-3A,34.3352404,-97.4493521,DEESE
2,34.3450504,-97.3857315,HOXBAR
2,34.3428469,-97.3785884,HOXBAR
11,34.404201,-97.5480023,DEESE
14,34.4023646,-97.5501822,DEESE
19,34.4005661,-97.5457848,DEESE
30,34.3987273,-97.5501605,DEESE
8,34.4041319,-97.5545298,DEESE
72,34.391543,-97.5523232,HUMPHREYS
57,34.3932567,-97.5524167,"DEESE, HOXBAR"
232,34.395123,-97.5567653,DEESE
231,34.3969389,-97.556753,HUMPHREYS
36,34.396605,-97.55428,DEESE
221,34.3950783,-97.5611386,SIMS
230,34.3969135,-97.5589432,SIMS
74,34.391164,-97.55428,DEESE
77,34.391164,-97.55866,DEESE
225,34.392113,-97.5582064,SIMS
27,34.3988464,-97.5435878,DEESE
21,34.4006503,-97.5414068,DEESE
46,34.394832,-97.539,DEESE
67,34.3916145,-97.539181,DEESE
69,34.391205,-97.54337,DEESE
5,34.3932919,-97.5129448,DEESE
10,34.3914326,-97.5107554,DEESE
12,34.3914781,-97.5151187,DEESE
3,34.3933374,-97.5173083,DEESE
1,34.3952192,-97.5216796,DEESE
14,34.3915235,-97.5194821,DEESE
185,34.3987154,-97.504224,DEESE
184,34.3986736,-97.5064601,"DEESE, SPRINGER"
7,34.3914483,-97.5020342,DEESE
6,34.3932263,-97.5086334,DEESE
8,34.3914257,-97.5064283,DEESE
26,34.389578,-97.499791,DEESE
28,34.3877581,-97.5063485,DEESE
22,34.3894919,-97.5085679,DEESE
40,34.3857189,-97.5041758,DEESE
43,34.3842066,-97.5063846,DEESE
38,34.3859534,-97.5085379,DEESE
70,34.377022,-97.4932784,DEESE
67,34.3787963,-97.4998241,DEESE
54,34.3805856,-97.5020024,DEESE
49,34.3824329,-97.5042,DEESE
74,34.3770018,-97.5020181,DEESE
65,34.378781,-97.5041917,DEESE
63,34.3769769,-97.5085797,DEESE
18,34.3897436,-97.517282,DEESE
30,34.3879463,-97.5107524,DEESE
32,34.3879241,-97.5150961,DEESE
36,34.3861251,-97.5129325,DEESE
45,34.383991,-97.51059,DEESE
34,34.3878838,-97.5193715,DEESE
110,34.3843547,-97.5435202,HUMPHREYS
124,34.3825094,-97.5347844,DEESE
131,34.380704,-97.5435348,SIMS
142,34.3773184,-97.5410771,SIMS
121,34.3825224,-97.5391564,HUMPHREYS
93,34.3879365,-97.5479794,HUMPHREYS
92,34.3879555,-97.5457917,DEESE
94,34.3877955,-97.5501454,HUMPHREYS
111,34.3842287,-97.5457654,DEESE
79,34.3895482,-97.5567269,DEESE
6-2,34.3661386,-97.5301934,SYCAMORE
12-2,34.3625067,-97.5281513,SYCAMORE
17-11,34.3660066,-97.5105394,SYCAMORE
10-1,34.3661427,-97.5151055,SYCAMORE
15-1,34.362229,-97.51715,SYCAMORE
8-5,34.3679516,-97.5195114,SYCAMORE
7-4,34.3643237,-97.5238827,SYCAMORE
81,34.3751633,-97.495468,DEESE
79,34.3751971,-97.4998359,DEESE
3,34.3643256,-97.4932821,DEESE
20-1,34.3643258,-97.5042095,SYCAMORE
17-8,34.3625193,-97.5085801,SYCAMORE
1-20E,34.3698179,-97.4761036,DEESE
7-10,34.3716205,-97.4781804,DEESE
S1-6,34.3749798,-97.4910959,DEESE
4-6,34.3697387,-97.4909303,DEESE
1-13E,34.3682806,-97.4758171,"DEESE, HOXBAR"
1-15E,34.3661862,-97.4801813,DEESE
1-17J,34.362393,-97.4779806,"FUSILINID, HOXBAR, LONE GROVE, PONTOTOC"
J1-20,34.3643252,-97.4763301,DEESE
J1-21,34.366148,-97.4841557,DEESE
12,34.3621265,-97.4604923,FUSINILID
20-6,34.3644045,-97.4648974,DEESE
14-9,34.3662238,-97.4670764,DEESE
18-13,34.366702,-97.4736252,DEESE
18-15,34.3680522,-97.4716628,DEESE
17-1,34.3626136,-97.4736123,DEESE
18-14,34.3621546,-97.4714241,DEESE
36-10,34.3589397,-97.4601623,DEESE
32-3,34.3587753,-97.4715732,DEESE
37-8,34.3571143,-97.4735855,DEESE
45-2,34.3534929,-97.4604703,DEESE
51-2,34.3480162,-97.4582622,DEESE
34-9,34.3482153,-97.4626586,DEESE
24-2,34.3589725,-97.4778692,DEESE
23-10,34.360485,-97.48002,HOXBAR
23-17,34.3590859,-97.4823778,SALT WATER BEARING
23-15,34.3552586,-97.4757976,DEESE
22-6A,34.3609152,-97.4845743,DEESE
44-12,34.3552389,-97.4998922,SYCAMORE
31-4,34.3606779,-97.5019348,SYCAMORE
31-2,34.3588591,-97.5085026,SYCAMORE
32-4,34.3570491,-97.504137,SYCAMORE
31-1,34.3552369,-97.5063173,SYCAMORE
61-6,34.3479652,-97.4934061,SYCAMORE
56-3A,34.3496246,-97.4976117,SYCAMORE
56-1A,34.348043,-97.4997997,SYCAMORE
53-2,34.3515844,-97.5039117,SYCAMORE
51-16,34.3499338,-97.5063537,SYCAMORE
30-3,34.360669,-97.5128197,SYCAMORE
29-3,34.3588536,-97.5150139,SYCAMORE
41-3,34.3570438,-97.5106481,SYCAMORE
29-4,34.3552266,-97.5150289,SYCAMORE
28-1,34.3606634,-97.5193848,SYCAMORE
37-1,34.3588852,-97.5237544,SYCAMORE
40-3,34.3570363,-97.519377,SYCAMORE
49-1,34.3533924,-97.5106634,SYCAMORE
46-3,34.3515752,-97.5150439,SYCAMORE
50-3,34.3497654,-97.5106785,SYCAMORE
18-4,34.3606622,-97.5348469,DEESE
30-1,34.3552102,-97.5347766,DEESE
30-2,34.3570236,-97.5348354,DEESE
17-5,34.358837,-97.536967,DEESE
17-2,34.3607262,-97.5391013,DEESE
17-3,34.3606532,-97.5369778,DEESE
16-1,34.3588258,-97.5413868,DEESE
15-2,34.3606241,-97.5436009,DEESE
27A-4A,34.35681,-97.5391384,DEESE
26-B1,34.3570053,-97.5435857,DEESE
27B-1,34.3551986,-97.5414014,DEESE
41-2,34.3515816,-97.5303273,DEESE
41-1,34.3515696,-97.5325621,DEESE
41-4,34.353399,-97.5347474,DEESE
41-5,34.3533779,-97.5325541,DEESE
49-5,34.3479415,-97.5281131,DEESE
49-6,34.3497653,-97.53032,DEESE
49-8,34.3479426,-97.5325508,DEESE
49-9,34.3497609,-97.5347327,DEESE
40-2B,34.3515791,-97.5369438,DEESE
38-1,34.3533815,-97.5435672,DEESE
2,34.3515718,-97.5413996,HOXBAR
14-1,34.3587983,-97.545786,DEESE
23-1,34.3569921,-97.5479569,DEESE
24-1F,34.3551824,-97.5457707,DEESE
3,34.3574131,-97.5484679,HOXBAR
52-5A,34.3533824,-97.5021401,SYCAMORE
22-1,34.3569955,-97.5523139,DEESE
11A-1,34.3588051,-97.5545002,DEESE
10-1,34.3606146,-97.5566867,DEESE
11A-3,34.3587921,-97.5589356,DEESE
19-2,34.3569988,-97.5566709,DEESE
53-3,34.3461419,-97.5303096,DEESE
53-4,34.3443105,-97.5281165,DEESE
57-9,34.3442914,-97.5150737,DEESE
57-2,34.342281,-97.51278,DEESE
57-5,34.3406522,-97.5150692,DEESE
57-7,34.3424678,-97.517244,DEESE
55B-3,34.3442833,-97.5194189,DEESE
55A-9,34.3444178,-97.5237371,DEESE
55A-10,34.3461269,-97.5238309,DEESE
55B-7,34.3424514,-97.5259341,DEESE
55B-11,34.3406329,-97.5237497,DEESE
62-9,34.3443172,-97.493289,SYCAMORE
61-2,34.3461484,-97.4978996,SYCAMORE
61-10,34.3424892,-97.4954682,SYCAMORE
60-5,34.3462432,-97.5019922,SYCAMORE
59-1,34.342317,-97.50405,DEESE
59-4,34.342317,-97.50405,DEESE
62-1A,34.340503,-97.50624,DEESE
15,34.3443141,-97.4823182,HOXBAR
65-1,34.341648,-97.4867221,SYCAMORE
64-1,34.3425199,-97.4910971,SYCAMORE
68-1,34.3370299,-97.4845217,SYCAMORE
66-4C,34.3388792,-97.4890984,DEESE
55B-5,34.3407785,-97.5194075,DEESE
55B-8,34.3424597,-97.521589,DEESE
57-1,34.3406975,-97.5108636,DEESE
42-05,34.3244181,-97.4295847,FUSULINID
51-1A,34.318862,-97.4298,DEESE
42-2,34.3244555,-97.4319372,DEESE
47-1B,34.3225678,-97.4340338,DEESE
47-3A,34.3210066,-97.4339699,DEESE
58-1,34.315423,-97.4252337,FUSULINID
56-6,34.3171969,-97.4296051,DEESE
63-9,34.3118487,-97.4249847,FUSULINID
63-11,34.3134774,-97.4275799,DEESE
55-1A,34.3171146,-97.4317529,FUSULINID
3A,34.3149244,-97.4334331,PERMIAN
53-3,34.3157104,-97.4383552,DEESE
60-1,34.3135466,-97.4339735,DEESE
61A-3,34.3132906,-97.4317849,DEESE
65A-5,34.308104,-97.4230233,DEESE
65-3,34.306169,-97.4252079,DEESE
70-2,34.306168,-97.4298,DEESE
61A-2,34.309795,-97.43198,DEESE
71-3,34.3043298,-97.4208302,DEESE
75-2,34.30075,-97.42106,DEESE
80-3B,34.295311,-97.41451,DEESE
D-4,34.291631,-97.4164457,WHEELER
73-1,34.302541,-97.42543,FUSULINID
1,34.28436,-97.414244,"DEESE, PONTOTOC"
3,34.2771416,-97.4141617,"PERMIAN, PONTOTOC"
8,34.278557,-97.40305,PONTOTOC
7,34.2776373,-97.403199,PONTOTOC
24,34.2603434,-97.3939131,PONTOTOC
23,34.2612482,-97.3939259,PONTOTOC
11-8 W,34.2576135,-97.3917165,PERMIAN
8-A5W,34.2530771,-97.3873636,PERMIAN
12-1W,34.2567018,-97.3960973,"PERMIAN, PONTOTOC"
12-2W,34.2548857,-97.3961064,"PERMIAN, PONTOTOC"
3-1 W,34.2517265,-97.3835413,PONTOTOC
2-73,34.2504558,-97.5449843,HEALDTON
E-22,34.2483943,-97.5288892,HEALDTON
E-25,34.2470664,-97.5295788,HEALDTON
D-13,34.2476446,-97.5297437,HEALDTON
F-33,34.2485167,-97.5251436,HEALDTON
12,34.2335715,-97.4492234,HOXBAR
18,34.2180915,-97.4109568,"DEESE, HOXBAR"
1-2,34.2167128,-97.371019,HOXBAR
3-4,34.2152075,-97.3682717,HOXBAR
4-1,34.2116032,-97.3639212,HOXBAR
A-1,34.2084027,-97.3688367,HOXBAR
3-1,34.2153364,-97.3727007,HOXBAR
2501,34.2099175,-97.4033174,"HEWITT (HOXBAR, DEESE)"
3801,34.2083755,-97.39894,"HEWITT (HOXBAR, DEESE)"
3-8,34.2115915,-97.3661053,HOXBAR
4,34.194975,-97.4399825,PENNSYLVANIA
30-2UP,34.1877912,-97.456292,HEALDTON
30-7UP,34.1895305,-97.4564022,HEALDTON
1A,34.1981978,-97.4350123,HOXBAR
7,34.1977163,-97.4356175,HEWITT 
3,34.2003518,-97.4365268,HEWITT
1,34.1954384,-97.4317024,LIGNITE SAND
4,34.1967646,-97.4343859,PENNSYLVANIA
10,34.1957249,-97.4385275,PENNSYLVANIA
9,34.1958625,-97.4354357,PENNSYLVANIA
2,34.1878333,-97.4225833,HEWITT
3,34.1938597,-97.4267804,HOXBAR
11,34.1950318,-97.4204039,HEWITT 
1,34.1790696,-97.3813664,"DEESE, LONE GROVE "
3,34.168102,-97.3596478,LONE GROVE
8,34.1681039,-97.3618051,"CHUBEE, LONE GROVE"
13,34.1663252,-97.3661834,LONE GROVE
12,34.1681604,-97.3683604,LONE GROVE
22,34.164212,-97.3596458,BAYOU
26,34.1644896,-97.3640066,LONE GROVE
55,34.1626702,-97.368368,LONE GROVE
58,34.162752,-97.3682293,NORRIS
2,34.242587,-97.4711456,HOXBAR
4,34.2407882,-97.4689551,HOXBAR
8-3,34.2440633,-97.4978908,HOXBAR
15-1,34.2371624,-97.4973598,ARBUCKLE
13-1,34.2389689,-97.506132,ARBUCKLE
25-1A,34.2335132,-97.5061573,"ARBUCKLE, BROWN"
9-25,34.2400691,-97.5124223,HEALDTON
1-30,34.2440249,-97.5265379,HOXBAR
10-42,34.2408066,-97.5192676,ARBUCKLE
18-1,34.2369979,-97.5156103,ARBUCKLE
G-13-1,34.2443305,-97.5398251,HEALDTON
G-12,34.2445462,-97.542272,HEALDTON
L-19,34.2422399,-97.5405686,HEALDTON
L-17,34.24319,-97.5408758,HEALDTON
O-49,34.2382123,-97.538963,HEALDTON
O-59,34.2358184,-97.5377159,HEALDTON
1,34.2655582,-97.1751909,BROMIDE
10-1,34.4676725,-97.5609532,DEESE
30-4,34.4748135,-97.552233,DEESE
43-1,34.452822,-97.54772,DEESE
113,34.416594,-97.53462,"DEESE, SPRINGER"
155,34.4097108,-97.5238523,"DEESE, SPRINGER"
136,34.4132787,-97.52825,"DEESE, SPRINGER"
148,34.4115253,-97.5326363,"DEESE, SPRINGER"
159,34.4079959,-97.5282235,"DEESE, SPRINGER"
37,34.4277181,-97.5216172,"DEESE, SPRINGER"
43,34.4259297,-97.5238466,"DEESE, SPRINGER"
45,34.4259147,-97.5197019,"DEESE, SPRINGER"
47,34.4259339,-97.5150975,"DEESE, SPRINGER"
62,34.4205115,-97.5174924,DEESE
64,34.4241349,-97.5129266,"DEESE, SPRINGER"
66,34.4241622,-97.508571,"DEESE, SPRINGER"
102,34.4187237,-97.5213703,"DEESE, SPRINGER"
116,34.4169164,-97.5260706,"DEESE, SPRINGER"
144,34.4132774,-97.5042239,"DEESE, SPRINGER"
158,34.4096192,-97.5042356,"DEESE, SPRINGER"
163,34.4078077,-97.5064294,"DEESE, SPRINGER"
181,34.4023201,-97.5020813,"DEESE, SPRINGER"
44-14,34.4573514,-97.494872,TATUM
47-1,34.4587657,-97.4822761,"PENNINGTON, STRAY, TATAUMS"
61-6,34.4551357,-97.4779378,DEESE
74-4A,34.4515094,-97.4691486,TATUM
121,34.4169139,-97.508572,"DEESE, SPRINGER"
129,34.4150935,-97.5063896,"DEESE, SPRINGER"
55-1,34.4546826,-97.4543004,"DEESE, TATUMS"
34-4,34.4623796,-97.4581205,DEESE
77-7,34.434687,-97.55647,DEESE
27-5,34.3607454,-97.4692309,DEESE
49-2,34.3498255,-97.4593822,DEESE
20-2B,34.3604924,-97.4648523,DEESE
G-4,34.0976917,-97.1682553,TULIP CREEK
5,34.0954019,-97.1655136,BROMIDE
24-20,34.193255,-97.46837,HEALDTON
1-2,34.4477251,-97.5479033,DEESE
19-3,34.465859,-97.5609325,DEESE
8,34.3443283,-97.5063628,HOXBAR
8,34.3605685,-97.4604812,DEESE
15-3,34.2000501,-97.4766561,HEALDTON
24,34.3898152,-97.4092155,PENNSYLVANIA
109,34.4187217,-97.5020181,DEESE
87,34.420259,-97.52153,DEESE
C-4,34.2381541,-97.5137086,HEALDTON
8-16,34.2139526,-97.5195106,HEALDTON
2W-10,34.2228549,-97.5045234,HEALDTON
27-21A,34.2026661,-97.5039046,HEALDTON
21W-14,34.2076856,-97.4968662,HEALDTON
26-16,34.2049652,-97.4968688,HEALDTON
26-18,34.1977605,-97.4948514,HEALDTON
4W-26,34.2203379,-97.503049,HEALDTON
22W-8,34.2117765,-97.4946747,HEALDTON
8WS,34.47647,-97.51169,HOXBAR
6,34.3700113,-97.4096218,HOXBAR
5-1,34.122783,-97.2767888,PENNSYLVANIA
1,34.1209126,-97.2636974,PENNSYLVANIA
2-6,34.1282418,-97.2767896,PENNSYLVANIA
107,34.3976084,-97.4154511,PENNSLYVANIA
25-I,34.3939859,-97.4116051,PENNSYLVANIA
9-1,34.4695795,-97.4340122,GOODWIN
4,34.4713658,-97.4363469,GOODWIN
8-4,34.4677662,-97.4340334,GOODWIN
J-10,34.2427394,-97.5302168,HEALDTON
K-18,34.2390998,-97.5323775,HEALDTON
J-18,34.2427465,-97.532407,HEALDTON
K-20,34.2427348,-97.5279967,HEALDTON
K-3,34.2413167,-97.5307581,HEALDTON
M-7,34.2409287,-97.5345626,HEALDTON
K-14,34.2400053,-97.5302195,HEALDTON
G1-I,34.2445976,-97.543347,HEALDTON
L-21,34.2427251,-97.5411936,HEALDTON
0-12,34.2377396,-97.5341655,HEALDTON
N-26,34.2373154,-97.543351,HEALDTON
O-3,34.2339833,-97.5364002,HEALDTON
O-20,34.2364371,-97.5341667,HEALDTON
O30-I,34.235463,-97.5367878,HEALDTON
O-34,34.2367701,-97.5367524,HEALDTON
U-2-I,34.2299757,-97.5379266,HEALDTON
U-9,34.2292605,-97.5377389,HEALDTON
P-3,34.2332366,-97.5418924,HEALDTON
P-4,34.2359223,-97.5423357,HEALDTON
P-6,34.2354771,-97.5411976,HEALDTON
G-5,34.2445907,-97.5411566,HEALDTON
V-13-1,34.2245309,-97.5280587,HEALDTON
V-22-1,34.2299946,-97.5346247,HEALDTON
V-23,34.2272194,-97.533574,HEALDTON
V-24,34.2263476,-97.5302528,HEALDTON
V-34,34.228167,-97.5324436,HEALDTON
V-42-I,34.2263131,-97.5324838,HEALDTON
V-47-I,34.2264152,-97.531445,HEALDTON
V-56,34.2297462,-97.5343308,HEALDTON
V-57,34.2258452,-97.534337,HEALDTON
V-62,34.2253249,-97.530074,HEALDTON
V-70-1,34.2288368,-97.5297275,HEALDTON
V-8,34.2303944,-97.5308397,HEALDTON
X-3,34.2231859,-97.5328691,HEALDTON
Z-12-1,34.2231056,-97.5282418,HEALDTON
31,34.415027,-97.558868,DEESE
