well_number,well_type,well_name,operator_id
8,2R,MILROY DEESE UNIT TR 4,14156
1,2R,MILROY DEESE UNIT TR 11,14156
9-3,2R,MILROY DEESE UNIT,14156
11-03,2R,MILROY DEESE UNIT,14156
2,2D,HEFNER G,17873
2,2D,MOORE,17873
13-1,2R,MILROY DEESE,14156
16,2D,MARTIN,21023
16-2,2R,MILROY DEESE UNIT,14156
7,2R,MILROY DEESE UNIT TR. 14,14156
14-8,2R,MILROY DEESE UNIT,14156
4,2R,MILROY DEESE UNIT TR. 14,14156
30-2,2R,"MILROY UNIT  (HARLEY ""C-49 #2)",19169
32-24W,2R,"MILROY UNIT   (HARLEY ""A"" 24)",19169
32-25,2R,"MILROY UNIT  (HARLEY ""A"" #25)",19169
A-23,2D,HARLEY,1622
21,2D,HARLEY,913
20,2D,COBB,21023
1,2D,ROBBERSON,21919
8,2D,DICKENS,20904
23,2D,VM. HASSELL,21023
24,2R,HASSELL,21023
3W,2D,ELLA BROWN,21023
1,2D,ELLA BROWN,21023
22,2R,TDHU (WILSON #2),19276
33,2R,TDHU (GILMORE #2),19276
9,2R,TDHU (BROWN #2),19276
2,2D,McCASLAND,23883
19,2D,CANNADY,15972
5,2D,HARRIS # 5,23883
3,2D,ADAM PRINCE,16784
9,2D,GILMORE-STEPHENS,14156
1-A,2D,MARTIN,23226
2,2D,TURNER,17886
2,2D,SMITH,23226
2,CDW,WALKER,8876
3,2D,TURNER,1112
1,2D,"GOUIN, F.",16435
8,2R,BLALOCK,14156
3,2R,MITCHELL,14156
2,2R,ROBERTS,17886
8G,2R,L.P.U.,21422
8D,2R,L.P.U. (NICHOLS 5),21422
10,2R,CLINTON MUNCRIEF ,17710
11F,2D,UNIT WELL(FORMERLY MUNCRIEF 13,17710
10-D,2R,LOCO PALACINE UNIT,17710
1,2R,VARNER,17710
10,2R,R.E. FARRIS,21422
SWD 3,2D,JACKSON (PRICE),17886
1,2D,HURST ET AL,19583
5,2D,HURST,19583
3,2R,"LEWIS, LETTIA",15363
4,2D,LOBSIGER,17104
5,2D,BAKER,20222
2,2D,CLARA WILSON,21465
1,2D,M. DARE,21465
7,2R,ALLEN,13189
3,2D,BUSH,13189
1,2D,KINDER-MACKECHNIE,22280
1,2R,RITTER TOWNSITE,19169
1-A,2R,RITTER,19169
12-4,2R,SOUTH DIXIE UNIT (TOWNSITE 4),19169
2,2R,BENSON,19169
7-1,2R,SOUTH DIXIE UNIT,19169
6,2R,BREEDLOVE,19169
4,2D,J.D. MARTIN,17164
6,2D,BOHANNAN,23208
2,2R,LOWERY,5127
2,2R,LOWERY,22480
9,2R,LOWERY,21535
1,2D,DILLY,21422
2,2D,WATSON LENA,21422
7,2D,TAYLOR,17873
3,2D,"EDWARDS, R. J.",17873
2,2R,EDWARDS,17164
8,2D,MULLINS-ROBINSON,17164
3,2R,WOODWORTH,22792
1,2D,COX,22792
3,2R,CLEARY-STEPHENS ,22792
23,2R,HEFNER,22792
7,2R,HEFNER,22792
16,2R,HEFNER,22792
11,2D,TOMLIN,23226
1,2D,NED,21725
4,2D,WOODS,23359
2,2D,DIERKS,2334
5,2R,BAKER,16924
1,2D,"HEFNER ""A""",23860
13,2R,PRAIRIEDALE UNIT,19499
15,2R,PRAIRIE DALE UNIT,19499
22,2R,PRAIRIEDALE UNIT,19499
24,2R,PRAIRIEDALE,19499
28,2R,PRAIRIEDALE UNIT,19499
26,2R,PRAIRIEDALE UNIT,19499
1-3,2R,LEE WADE DEESE UNIT,14156
1-1,2R,LEE WADE DEESE UNIT,14156
10-4,2R,WILDHORSE UNIT (GREEN 4),14156
4,2D,DAILEY,19149
7-A,2R,BUSH,16621
B-3,2R,LENA SIMPSON,21023
25,2R,HEFNER,22792
A22W,2R,SURBER WF,22280
5,2D,QUINN,19467
13,2R,ALLEN,22792
14,2R,ALLEN,22792
B2,2D,HATTIE HARRELL,7279
15,2D,LENA SIMPSON,20160
2,2D,DENNIS,23724
2-1,2R,WILDHORSE UNIT (TAYLOR 1),14156
C-4,2D,SPEARS,19737
26,2R,HEFNER,22792
5,2D,ISAACS,13189
117,2R,WARDEN,14156
#9-3,2R,N DOYLE PENN SAND UNIT (PAYNE),19499
12-4,2R,NORTH DOYLE PENN SAND UNIT,19499
5-2,2R,N DOYLE PENN SAND (PAYNE H2),19499
6-3,2R,NPDU,19499
7-1,2R,NPDU,19499
7-3,2R,N DOYLE PENN SAND (PAYNE I3),19499
14-5,2R,N DOYLE PENN SAND (SIMPSON A5),19499
#8-2,2R,N DOYLE PENN SAND ,19499
16-3,2R,N DOYLE PENN SAND  (HEFNER C3),19499
5-1,2R,NDPU,19499
3-5,2R,N DOYLE PENN SAND UNIT (PAYNE),19499
8-1,2R,N DOYLE PENN SAND UNIT (PAYNE),19499
6,2R,RINGER UNIT A,18313
8,2R,SHOLEM ALECHEM FAULT BLOCK A U,14156
29,2R,SHOLEM ALECHEM FAULT BLOCK A U,14156
13-4,2R,APSSU,10266
3,2R,RINGER  UNIT A,18313
2-6,2R,LEE WADE DEESE UNIT,14156
S2,2D,DOYLE UNIT 26 D2,20944
16-9,2R,NORTH ALMA DEESE UNIT,14156
16-8,2R,NORTH ALMA DEESE UNIT,14156
3,2D,RUSSELL,6393
9,2D,JEMISON        (JAMISON #1)    ,23657
4,2D,MILLER,21023
34,2D,PRAIRIEDALE FIELD SWD,19499
3,2D,W.E. SPEARS,16577
5,2D,MAXEY,4602
2,2D,BLAKE,17104
1,2D,"BROWN, A. W.",19737
5,2D,ENOCH,18026
4,2D,TILLERSON,11738
3,2D,TILLERSON,11738
3,2D,PETTIGREW,23860
9,2D,"SADLER, H. E.",16896
1,2D,GREINER,14490
2,2D,ROSA SEARS,20756
1,2D,HERVEY,21118
A10W,2R,CANTRELL,22280
A8W,2R,"SURBER WF (CANTRELL ""A"")",22280
A10,2R,SURBER WF,22280
5,2D,BURTON,11739
2-W,2D,PRICE JACKSON UNIT,17886
15,2D,"SIMS, LULA",19169
A-1,2R,SALINA GOINGS/ AKA 11,22792
1,2D,PECK,21725
1-2,2R,WILDHORSE UNIT (HUMPHREY 2),14156
A-162,2R,SHOLEM ALECHEM FAULT BLOCK,14156
2-2,2R,WILDHORSE UNIT (TAYLOR 2),14156
7-6,2R,WILDHORSE UNIT,14156
249,2D,SHOLEM ALECHEM,14156
18-4,2R,WILDHORSE UNIT (BELL 4),14156
10-9,2R,WILDHORSE UNIT (GREEN 9),14156
10-10,2R,WILDHORSE UNIT (GREEN 10),14156
2,2D,PEDDYCOAT,21585
24-4,2R,WILDHORSE UNIT (MCCOLLUM 4),14156
1,2D,CARAKER,18835
1,2D,GARRETT,21919
1,2D,SAFBAU  SWD,14156
1,2D,NORTH ALMA DEESE SWD,14156
17,2R,STIEFEL,14156
3,2R,"GLASS ""B""",19737
1,2D,PRICE SWD WELL,17886
42-D2,2D,DOYLE UNIT,20944
10,2R,SIMPSON,14990
5B,2D,HARMON,22792
6,2R,SANNER,12031
9,2R,MCMASTERS,2334
B-2,2D,SLEDGE,20904
1,2R,MILROY DEESE UNIT TR. 7,14156
1,2D,TURNER,17710
9,2D,JOE PAYNE,7279
3,2D,BRITTAIN,13189
6,2D,BRITTAIN,19522
14-4,2R,WILDHORSE UNIT (NORTON A14),14156
1,2R,RINGER W.I.,17886
77,2R,VELMA TUSSY UNIT ,19113
7,2R,JAMISON-FRANK V EBY,11307
10,2R,JACKSON,1643
6,2R,THOMASSON,16896
33,2R,YBLES UNIT,14490
C-3,2D,SLEDGE,21422
2,2D,SPEARS,21141
234,2R,EAST VELMA MIDDLE BLOCK,14156
3,2D,SID SPEARS,23724
5,2R,MITCHELL,14156
1,2D,"BRISTOW ""B""",20612
B-5,2D,SPEARS,19113
4,2D,WALKER,1680
11,2R,STAR FORTE,22792
15,2R,HOLLINGSWORTH FEE,14156
1,2D,SPEARS,21141
33,2R,STIEFEL,14156
34,2R,STIEFEL,14156
A-3,2R,STATE,19522
1,2R,PERMIAN L,14156
1,2R,PERMIAN M,14156
W-15,2R,J.R. FRENSLEY,14490
14,2R,WEST VELMA     BROWN,16924
21,2D,SANNER (FORMERLY LEWIS 1-22),17710
11,2D,J.W. WILSON,16435
1,2D,ALMA PICKENS UNIT,19276
32,2D,STEPHENS WATER SYSTEM,21575
17,2R,TONEY UNIT,14156
4,2D,MCCAULLEY,23043
5,2D,PARKS,22975
C-1,2D,SCHOOL LAND STATE,19522
252,2R,EVMBU,14156
251,2R,EVMBU,14156
2-11,2R,AD-OBAN-SAN,12031
2,2D,RECTOR-PERMIAN,6999
8,2R,COX,1643
2,2D,CLO,19522
1,2D,WEATHERLY,551
1,2D,EVWBSSU,22628
1,2R,MICHELLE,16621
301,2R,EVWBSSU,22628
400,2R,EVWBSSU,22628
12,2D,DODGEN,20904
261,2R,EVMB HSSU,14156
259,2R,EVMBSSU,14156
305,2R,E VELMA W BLOCK SIMS SAND UNIT,22628
253,2R,ALECHUM FAULT BLOCK A UNIT,14156
1,CDW,EVWBSSU (FOSTER SWD 1),19143
306,2R,E VELMA W BLOCK HUMPHREYS SAND,22628
1,2D,SCOTT,19583
402,2R,EAST VELMA WEST BLOCK SIMS SU,22628
15-5,2R,WILDHORSE UNIT,14156
403,2R,EAST VELMA WEST BLOCK SIMS SU,22628
4,2D,SCOTT,19583
256,2R,SAFBAU,14156
264,2D,EAST VELMA DEESE SAND UNIT,14156
1,2D,BLAYDES,17104
4,2D,BRITTAIN,17903
308,2R,EAST VELMA W.BLOCK HUMPHREY,22628
9W,2R,ELLA BROWN,21023
10W,2R,ELLA BROWN,21023
11W,2R,ELLA BROWN,21023
12W,2R,ELLA BROWN,21023
1-W,2R,EMERSON,19467
11,2R,PARNACHER,19583
3,2R,BALL,19169
1,2D,SUMMERS,1153
9,2R,MYRTLE GREEN,14490
2,2R,HILL,22043
5,2D,DUNLAP,15046
5,2D,LULA HARRIS,23883
23-1 SWD,CDW,CALLAWAY,20003
1-A,2D,WILLIS,19521
14,2R,ANDERSON-BUNN,14156
47,2R,BOHANNON,14156
3,2D,JONES,18370
2,2R,TOMLIN,22792
15,2D,HOLDER,12031
135,2R,WARDEN UNIT,14156
7,2D,FORD,12031
2,2D,ANGLE,12031
4,2D,HARTMAN,12031
296,2R,VELMA SIMS SAND UNIT,19113
24-A,2R,BROWN,16924
1,2R,SHALLOW A,14156
1,2R,SHALLOW D,14156
1,2R,SHALLOW B,14156
1,2R,SHALLOW E,14156
1,2R,SHALLOW F,14156
41,2R,J.J. MCCLANAHAN,14156
42,2R,J.J. MCCLANAHAN,14156
43,2R,J.J. MCCLANAHAN,14156
44,2R,J.J. MCCLANAHAN,14156
45,2R,J.J. MCCLANAHAN,14156
5,2D,LOWERY,17886
1,2D,LENA WATSON,21422
48-W,2R,BOHANNON,14156
1,2D,ALLEN,22511
A-7,2R,HEFNER,22015
WD-1,2R,McCLANAHAN,14156
421,2R,EVWBSSU,22628
12,2R,ROBBERSON B,14156
1,2D,DUNN,22672
16,2D,DODGEN,20904
20-W,2R,CLEARY-ALLEN,22792
10W,2R,EAST VELMAN PERMIAN UNIT,14156
8,2D,PURCELL,19169
14-1,2D,GOLDSMITH,11621
16-W,2R,ANDERSON - BUNN,14156
38W,2R,HEFNER,22792
36,2R,HEFNER,21589
1,2RSI,NIXON,19169
43,2R,DROF,14490
1,2RSI,KIRKPATRICK,19169
6,2D,HELLER,22015
29,2R,MONNIG,3161
55,2R,DROF,14490
5,2D,HENRY,23226
3,2D,FORTNER,16577
1,2D,KIRKPATRICK,19169
5,2D,MEYERS,12031
2,2D,HEFNER,20690
50,2R,STIEFEL,14156
10,2D,GREEN,15046
54,2R,WIRT FRANKLIN,14156
55,2R,WIRT FRANKLIN,14156
5,2D,HEFNER,20690
23,2D,OLIVER,21023
2W,2R,SAIRD,19467
2,2D,HEMMING,18026
8,2R,CLARA WILSON,21465
5,2D,CLARA WILSON,21465
4,2D,FOWLER,8414
8,2D,HEFNER,20690
2,2R,NDPSU WSW,19499
4,2R,ALICE CARNES,19169
23,2D,BEN WILSON,14156
26,2R,OLIVER,21023
9,2D,MYERS,12031
11,2D,HEFNER,20690
3-A,2D,MCCASLAND,23741
63,2R,EAST WIRT FRANKLIN,14156
64,2R,E WIRT FRANKLIN,14156
27    ,2R,VAN-ALLEN                     ,21589
I-1,2R,SHALLOW,14156
W-33,2R,WILLIAM HASSELL,21023
W-34,2R,HASSELL,21023
G-1,2R,SHALLOW,14156
26,2R,CROSBIE,21141
1-W,2R,OLIVER,21023
29,2R,WM. HASSELL,21023
W-30,2R,HASSELL,21023
5,2R,BURKHART,17873
1D,2D,COVINGTON,12031
34A,2R,FEATHERSTON,14156
37A,2R,"FEATHERSTON  ""A""",14156
1,2R,SHALLOW R,14156
9,2R,PRAIRIEDALE UNIT,19499
8,2D,COWAN,8414
17,2D,HEFNER,20690
7-25,2R,WILDHORSE UNIT,14156
18,2R,JONES-QUINN,17450
1,2R,SHALLOW O,14156
10-A,2R,W A DICKENS,14156
A-1,2D,HARLEY,19169
1,2R,SANTA FE III,19276
6,2D,BOLES,23948
A1,2R,PRICE,19583
A2,2R,PRICE,19583
1-14,2R,WILDHORSE UNIT,14156
1,2D,DANIELS,20690
3,2D,SANNER,21141
7,2D,BRITTAIN-TOMLINSON,19522
1A,2R,ZIGLER,21023
5-A,2R,ZIGLER,21023
1,2R,SUZANNE,13189
7,2D,LONE STAR GAS,13189
15,2D,CLARA WILSON,13189
429,2R,EVWB SSU,22628
23A,2D,HEFNER,20690
3,2D,CLYDE BURK,11738
1,2D,RACKERBY,21589
1,CDW,GARRETT,14497
1,2RSI,OXFORD,19169
R-1,2R,OLIVER,21023
7-18A,2R,WILDHORSE UNIT,14156
1,2D,MAGUIRE,22672
44,2R,HEFNER,22792
#6-6,2R,NDPSU  ,19499
540,2R,LOCO UNIT,14156
546,2R,LOCO UNIT,14156
SWD # 1,2R,HASSELL,15170
31,2D,CROSBIE,21141
C-1,CDW,BULLARD,14990
1,2D,MABLE,2334
1,2D,WARD,23657
1,2D,TILLER,23359
7,2D,SANNER,17710
1,2D,WHITE,19401
6A,2D,BOBBIE,21310
35,2R,HARLEY A,1622
14,2R,CLAUDE BELL,21023
20,2RSI,DENNY 'A',19169
4,2D,GRAHAM B,13189
9-A,2R,ZIGLER,21023
3,2D,WHITE,23883
2,2D,BROWN,8414
2-12,2D,BARDSHER,19169
2,2D,JACKSON,22480
28,2R,WILLIAM ELMORE,21023
1,2D,RIVES,17104
1,2R,"EAST VELMA ""E""",14156
15W,2R,EAST VELMA PERMIAN UNIT,14156
22W,2R,EAST VELMA PERMIAN UNIT,14156
26W,2R,EAST VELMA PERMIAN UNIT,14156
32W,2R,EAST VELMA PERMIAN UNIT,14156
35W,2R,EAST VELMA PERMIAN UNIT,14156
37W,2R,EAST VELMA PERMIAN UNIT,14156
1,2R,"EAST VELMA ""F""",14156
1,2R,"EAST VELMA ""G""",14156
1,2R,"EAST VELMA ""H""",14156
7W,2R,EAST VELMA PERMIAN UNIT,14156
3-A,2R,SWAN,15046
1,2R,BROYLES-SPEARS,19169
12W,2R,EAST VELMA PERMIAN UNIT,14156
1,2R,"EAST VELMA ""D""",14156
30-W,2R,EAST VELMA PERMIAN UNIT,14156
24W,2R,EAST VELMA PERMIAN UNIT,14156
39-W,2R,E VELMA PERMIAN UNIT,14156
20W,2R,EAST VELMA PERMIAN UNIT,14156
15A,2R,"COBB ""B""",14156
C-7,2D,SPEARS,19113
29,2D,BEN WILSON,14156
18,2R,CLAUDE BELL,21023
19,2R,CLAUDE BELL,21023
21,2D,CRUMP,22575
10,2D,TURNER,22575
16-1,2R,COUNTYLINE UNIT,14156
13,2D,MILFORD,19401
15,2R,McCAULLEY A,8414
2P,2R,CROSBIE,19467
1,2R,"EAST VELMA ""M""",14156
1,2R,"EAST VELMA ""L""",14156
1,2R,"EAST VELMA ""K""",14156
15,2R,ED MARTIN,14156
1,2D,ROBERTS,20690
502,2R,E VELMA W BLOCK HUMPHREYS SAND,22628
619,2R,EVWBHSU,22628
6,2R,MILLER,21023
8,2R,CORBIN DILLARD,21023
12,2R,BOLES-DILLARD,21023
10,2D,HARRIS,13189
1,2D,OLIVER WILLIAM,21023
8,2D,ROBBERSON,22575
1,2D,HINSHAW,22672
9A,2R,SPEEGLE A,14156
1,2D,BYFORD,19169
1B,2R,BROADBENT,21023
1,2D,TERRY WALTON,16413
15,2R,BOLES-DILLARD,21023
28,2R,CLEARY-ALLEN,22792
A-4,2R,PRICE,19583
51,2R,HEFNER,22792
55,2R,HEFNER,22792
56,2R,HEFNER,22792
21,2R,ALLEN,22792
27,2R,ALLEN,22792
1-B,2D,HELEN,2334
2,2D,MCCARLEY,16621
14,2R,SANTA FE III,19276
15,2R,SANTA FE III,19276
B-3,2D,MANTON,2334
4-C,2D,FOBB,19737
1,2R,W.T. PAYNE,19522
14A,2R,ZIGLER,21023
72-I,2R,BRITTAIN DEESE UNIT,22182
1,2D,VALLEY VIEW,7279
15A,2R,SANTA FE III,19276
B-5,2R,ROYAL LOCO SAND UNIT,22792
5,2D,CLEO,2334
2A,2D,RICHARDSON,20572
50-I,2R,BRITTAIN DEESE UNIT,22182
51-I,2R,BRITTAIN DEESE UNIT,22182
73-I,2R,BRITTAIN DEESE UNIT,22182
111,2R,NORTH ALMA PENN UNIT,11739
40,2D,PRAIRIEDALE UNIT,19499
5,2R,PRAIRIEDALE UNIT,19499
7,2R,PRAIRIEDALE UNIT,19499
1,2R,ELMORE,21023
17,2D,JOE PAYNE,20160
12,2R,MILLER,21023
309,2R,EVWBSSU,22628
310,2R,EVWBSSU,22628
311,2R,EVWBSSU,22628
113,2R,NAPU,11739
2,2R,HEFNER,22792
117,2R,N ALMA PENN UNIT,11739
44,2D,HARLEY 'A',1622
25,2D,HEFNER,20690
WI4A,2R,G.P. COBB,21023
WI6A,2R,G.P. COBB,21023
2,2D,OLIVER,21023
3W,2D,OLIVER,21023
13,2R,MILLER,21023
C-5,2R,LENA SIMPSON,21023
3-13,2R,KEVIN,21023
3,2D,BARBARA SUE,21023
26,2D,HEFNER,20690
2,2D,HOLDEN,16413
V-2,2R,LOCO UNIT,14156
2-B,CDW,HYND,18696
27,2R,CRUMP,22575
A-1,2D,ADAM PRINCE,16784
50-A,2R,NORTH ALMA PENN UNIT,11739
90-04,2R,COUNTYLINE UNIT,14156
11,2R,MILROY DEES UNIT TR 5,14156
5-12,2R,MILROY DEESE UNIT,14156
9,2R,M.D.U. TR 14,14156
10,2R,M.D.U. TR. 14,14156
1,2D,SCHOOL LAND GASKINS ,3286
6,2D,BRISTOW,20612
1,2R,WARDEN UNIT ERI,14156
1-35,CDW,ADAMS,19169
44,2R,PRAIRIEDALE UNIT,19499
2,2D,BERNICE,20160
16-A,2R,ANGLE,21023
1,2D,LAWRENCE FEE,4801
1,2D,BURN,15152
20,2D,SANNER,17710
8W,2D,SAIRD,19467
1-8,CDW,BAYLESS,22128
3314,2R,T.J. NICHOLS 36,14156
3124,2R,ED MARTIN  36,14156
3444,2R,COBB 36,14156
3424,2R,T.J. NICHOLS 36,14156
9-1214,2R,LOCO UNIT,14156
9-1314,2R,LOCO UNIT,14156
7-1124,2R,LOCO UNIT,14156
16-1,2RSI,SCHOCK SIMS UNIT,19169
9-1424,2R,LOCO UNIT,14156
3134,2R,C.E. MCCAUGHEY  36,14156
4-4424,2R,LOCO UNIT,14156
4-4432,2R,LOCO UNIT,14156
4-4434,2R,LOCO UNIT,14156
6-4434,2R,LOCO UNIT,14156
6-4444,2R,LOCO UNIT,14156
7-1114,2R,LOCO UNIT,14156
7-1144,2R,LOCO UNIT,14156
8-2324,2R,LOCO UNIT,14156
7-1414,2R,LOCO UNIT,14156
6-4344,2R,LOCO UNIT,14156
6-4424,2R,LOCO UNIT,14156
8-2244,2R,LOCO UNIT,14156
8-2234,2R,LOCO UNIT,14156
8-2224,2R,LOCO UNIT,14156
3414,2R,T.J. NICHOLS 36,14156
17-1214,2R,LOCO UNIT ,14156
9-2314,2R,LOCO UNIT,14156
9-3324,2R,LOCO UNIT,14156
7-1214,2R,LOCO UNIT,14156
1,2R,BLALOCK #1 14-2422,14156
3144,2R,C.E. MCCAUGHEY 36,14156
8-3124,2R,LOCO UNIT,14156
8-3214,2R,LOCO UNIT,14156
8-2334,2R,LOCO UNIT,14156
8-2344,2R,LOCO UNIT,14156
8-4234,2R,LOCO UNIT,14156
16-2114,2R,LOCO UNIT ,14156
16-2124,2R,LOCO UNIT ,14156
16-2224,2R,LOCO UNIT ,14156
16-2214,2R,LOCO UNIT ,14156
17-1124,2R,LOCO UNIT ,14156
1,CDW,HAYS,21515
8-4414,2R,LOCO UNIT,14156
9-3144,2R,LOCO UNIT,14156
9-3314,2R,LOCO UNIT,14156
9-3334,2R,LOCO UNIT,14156
9-3424,2R,LOCO UNIT,14156
9-3414,2R,LOCO UNIT,14156
6,2D,BURKHART,17873
2,2R,BLALOCK #2 14-2231,14156
1,2D,SPECTRUM,21575
8-4344,2R,LOCO UNIT,14156
9-2234,2R,LOCO UNIT,14156
66,2R,MYRTLE DILLARD UNIT,21023
8-3244,2R,LOCO UNIT,14156
8-4434,2R,LOCO UNIT,14156
17-1114,2R,LOCO UNIT ,14156
9,2R,SPEEGLE,22575
18-1,2D,SCHOCK SIMS UNIT,19169
8-1134,2R,LOCO UNIT,14156
9-2334,2R,LOCO UNIT,14156
8-1434,2R,LOCO UNIT,14156
4-10,2R,MILROY DEESE UNIT,14156
2-5,2D,STAHL,6320
A-58,2D,HARLEY,1622
4-14,2R,MILROY DEESE UNIT,14156
9-2344,2R,LOCO UNIT,14156
31,2R,G.P. COBB,21023
19-14,2D,CHILTON,1622
5-17,2R,MILROY DEESE UNIT,14156
14-11,2R,MILROY DEESE UNIT,14156
8-13,2D,KEVIN,21023
1,2D,HLAVARY,11129
9-1414,2R,LOCO UNIT,14156
33-3434,2R,LOCO UNIT ,14156
4-2111,2R,LOCO UNIT ,14156
4-2211,2R,LOCO UNIT,14156
5-23,2R,MILROY DEESE UNIT,14156
5,2D,CHILTON,11307
3-3,2R,MILROY DEESE UNIT,14156
I-1,2D,GODDARD,13034
3I,2R,MILLER,13034
4-2134,2R,LOCO UNIT,14156
7-3,2R,MILROY DEESE UNIT,14156
4-2,2R,MILROY UNIT,19169
11,2R,HEENAN,21023
6-13,2D,RUBY,2334
14,2D,W. NEUSTADT,15046
21,2D,W.I. MOORE,17873
2,2D,WATSON ,19261
4-2424,2R,LOCO UNIT,14156
24,2R,MARTIN,21023
21,2R,CHILTON SWD,11307
JH-4,2R,ROYAL LOCO SAND UNIT,22792
JH-2,2R,ROYAL LOCO SAND UNIT,22792
JH-5,2R,ROYAL LOCO SAND UNIT,22792
1,CDW,BULLET ENERGY,22386
JH-12,2R,ROYAL LOCO SAND UNIT,22792
JH-15,2R,ROYAL LOCO SAND UNIT,22792
JH-16,2R,ROYAL LOCO SAND UNIT,22792
A-9,2R,ROYAL LOCO SAND UNIT,22792
A-10,2R,ROYAL LOCO SAND UNIT,22792
A-11,2R,ROYAL LOCO SAND UNIT,22792
16,2R,WILSON,17710
CJ-20,2R,ROYAL LOCO SAND UNIT,22792
CJ-30,2R,ROYAL LOCO SAND UNIT,22792
CJ-24,2R,ROYAL LOCO SAND UNIT,22792
31,2R,CJ,22792
21,2R,CJ,22792
25,2R,CJ,22792
16,2D,JERRY BAKER,19467
15,2D,WEST SANNER,17710
14,2D,WEST SANNER,17710
W-14,2D,EMERSON,19467
87W,2R,VELMA TUSSY UNIT ,19113
85W,2R,VELMA TUSSY UNIT ,19113
89W,2R,VELMA TUSSY UNIT ,19113
86W,2R,VELMA TUSSY UNIT ,19113
88W,2R,VELMA TUSSY UNIT ,19113
90W,2R,VELMA TUSSY UNIT ,19113
54,2R,NW VELMA HOXBAR UNIT,16896
49,2R,NW VELMA HOXBAR UNIT,16896
57,2D,NW VELMA HOXBAR UNIT,16896
45,2R,NWVHU,16896
600-1,2D,GODDARD,13034
9W,2D,SAIRD,19467
1-A,2R,"PERMIAN ""C""",14490
38-A,2R,DROF UNIT,14490
W-36,2R,ROYAL LOCO SAND UNIT,22792
W-37,2R,ROYAL LOCO SAND UNIT,22792
BR-42,2R,ROYAL LOCO SAND UNIT,22792
BR-43,2R,ROYAL LOCO SAND UNIT,22792
BR-46,2R,ROYAL LOCO SAND UNIT,22792
JH-41,2R,ROYAL LOCO SAND UNIT,22792
2-I,2R,GODDARD,13034
BR-47,2R,ROYAL LOCO SAND UNIT,22792
BR-50,2R,ROYAL LOCO SAND UNIT,22792
CX-53,2R,ROYAL LOCO SAND UNIT,22792
BR-49,2R,ROYAL LOCO SAND UNIT,22792
1 IA,2R,MILLER,13034
JH-54,2R,ROYAL LOCO SAND UNIT,22792
Y-56,2R,ROYAL LOCO SAND UNIT,22792
JH-55,2R,ROYAL LOCO SAND UNIT,22792
A-59,2R,ROYAL LOCO SAND UNIT,22792
1-31,2R,JONES-CRAWFORD,22480
1-6,2D,VELMER,20386
1-I,2R,CLEARY-STEPHENS ,22792
2-I,2R,CLEARY-STEPHENS ,22792
3-I,2R,CLEARY-STEPHENS ,22792
4-I,2R,CLEARY-STEPHENS ,22792
39,2D,OLIVER,21023
5-I,2R,CLEARY-STEPHENS ,22792
32,2R,CRUMP,22575
1-I,2R,CLEARY-TOMCO-NULL,22792
6-I,2R,CLEARY-STEPHENS ,22792
21,2R,MILLER,13034
CH-4,2D,SPEARS,21141
CH-7,2D,SPEARS,21141
Y-64,2R,ROYAL LOCO SAND UNIT,22792
65,2R,CJ,22792
1-I,2R,CLEARY-ALLEN,22792
1-I,2R,CLEARY-ALLEN-GILBERT,22792
3-I,2R,CLEARY-ALLEN ( 3CAI ),22792
3-I,2R,CLEARY-TOMCO-NULL,22792
CX-71,2R,ROYAL LOCO SAND UNIT,22792
69,2R,BR,22792
BR-70,2R,ROYAL LOCO SAND UNIT,22792
8-12,2R,HEFNER,22792
9-12,2R,HEFNER,22792
75,2R,JH,22792
10-12,2R,HEFNER,22792
11-12,2R,HEFNER,22792
12-12,2R,HEFNER,22792
13-12,2R,HEFNER,22792
14-12,2R,HEFNER,22792
15-12,2R,HEFNER,22792
93W,2R,VELMA TUSSY UNIT ,19113
94W,2R,VELMA TUSSY UNIT ,19113
95W,2R,VELMA TUSSY UNIT ,19113
304W,2R,VELMA SIMS SAND UNIT,19113
305W,2R,VELMA SIMS SAND UNIT,19113
981,2R,VELMA TUSSY UNIT ,19113
991,2R,VELMA TUSSY UNIT ,19113
101I,2R,VELMA TUSSY UNIT ,19113
100I,2R,VELMA TUSSY UNIT ,19113
SL-35,2R,SCHOOL LAND ,22792
SL-34,2R,SCHOOL LAND ,22792
SL-47,2R,SCHOOL LAND ,22792
SL-42,2R,SCHOOL LAND ,22792
SL-40,2R,SCHOOL LAND ,22792
SL-41,2R,SCHOOL LAND ,22792
SL-39,2R,SCHOOL LAND ,22792
SL-38,2R,SCHOOL LAND ,22792
SL-33,2R,SCHOOL LAND ,22792
SL-30,2R,SCHOOL LAND ,22792
SL-29,2R,SCHOOL LAND ,22792
SL-28,2R,SCHOOL LAND ,22792
8,2D,J C TAYLOR SWD,17873
1-31 SWD,2D,TIDWELL,20944
48,2R,SCHOOL LAND SL,22792
56,2R,SCHOOL LAND SL,22792
57,2R,SCHOOL LAND SL,22792
SL-69,2R,SCHOOL LAND ,22792
SL-70,2R,SCHOOL LAND ,22792
20,2D,EMERSON,17710
21 I,2R,JOHNSON J,22792
W-15,2R,WOODWORTH,22792
16,2R,WOODWORTH W,22792
W-17,2R,WOODWORTH,22792
WL-22,2R,WILSOM-LEWIS,22792
27,2R,MARTIN,21023
22,2D,G W COOK,13189
SL-66,2R,SCHOOL LAND ,22792
