event_id,magnitude,mag_type,depth
usp000ckb0,3.4,mblg,5.0
usp000ckpv,2.3,mblg,5.0
usp000ckpw,2.9,mblg,5.0
nm605421,2.3,md,14.7
nm605422,2.9,md,13.27
nm605423,2.0,md,9.77
usp000cqm5,4.4,mb,5.0
usp000cr84,3.0,mblg,5.0
usp000cr8b,3.1,mblg,5.0
usp000cr8d,3.5,mblg,5.0
nm605459,2.2,mlg,9.16
usp000ct50,2.9,mblg,5.0
usp000cvz7,4.0,mb,5.0
nm605484,2.1,mlg,8.04
nm605485,2.4,md,4.94
usp000cwpu,3.3,mblg,5.0
usp000cxd7,3.5,mblg,5.0
usp000cxkm,2.9,mblg,5.0
usp000cygp,3.7,mblg,5.0
usp000d09f,3.5,mwr,5.0
usp000d181,4.3,mwr,5.0
usp000d2x7,3.4,ml,5.0
usp000d412,2.8,mblg,5.0
nm605536,2.7,md,4.85
nm605537,2.5,md,1.46
usp000d77p,3.0,mblg,5.0
usp000d8fh,3.5,mblg,5.0
usp000d8zx,3.0,mblg,5.0
usp000dcz2,3.4,mblg,5.0
nm605679,2.7,md,4.02
usp000djdr,2.4,mblg,5.0
usp000dkwh,2.5,ml,5.0
usp000dmdn,2.9,ml,5.0
nm605727,2.1,mlg,9.71
usp000dnz8,3.0,mblg,5.0
usp000dp4e,3.4,ml,5.0
usp000dqzp,2.8,mblg,5.0
usp000dr44,3.3,mblg,5.0
usp000dr4k,2.5,mblg,5.0
nm605759,2.5,md,11.18
usp000dugv,3.0,mblg,5.0
usp000durr,3.0,mblg,5.0
nm605802,1.9,mlg,0.68
usp000dwby,3.3,mblg,5.0
usp000dx3j,4.1,mb,5.0
usp000dx3k,5.0,mwc,5.0
usp000dx3m,3.0,ml,5.0
nm605821,2.5,md,9.93
usp000e0j7,2.6,mblg,5.0
usp000e0mt,3.9,ml,5.0
usp000e1fy,2.2,ml,5.0
usp000e2ab,3.0,ml,5.0
usp000e49p,2.9,mblg,5.0
usp000e6f9,4.1,mwr,5.0
usp000e6mh,3.6,mblg,5.0
nm605980,2.5,mlg,8.1
usp000e8ya,2.7,mblg,5.0
usp000e8yn,3.1,mblg,5.0
usp000e8yz,3.3,ml,5.0
usp000e9fv,2.7,ml,5.0
usp000e9xu,2.9,mblg,5.0
usp000ea95,3.5,ml,5.0
usp000ec6y,3.0,md,5.0
usp000ecjj,3.0,ml,5.0
usp000ed5s,3.0,ml,5.0
usp000edrz,3.0,mblg,5.0
usp000edz1,2.9,ml,5.0
nm606024,2.8,md,8.23
usp000ege7,3.1,mblg,5.0
usp000eh37,2.5,ml,5.0
usp000ej02,3.1,ml,5.0
usp000end4,3.2,mblg,5.0
usp000eqgg,2.6,mblg,5.0
usp000eqgx,2.2,md,5.0
usp000eqk4,2.9,md,5.0
usp000eqt1,2.8,mblg,5.0
usp000er2d,2.6,md,5.0
usp000ern3,3.1,mblg,5.0
usp000ess3,3.2,mblg,5.0
usp000essf,3.0,mblg,5.0
usp000essz,2.9,mblg,5.0
usp000este,3.6,mblg,5.0
usp000esut,2.6,mblg,5.0
usp000et2z,3.0,mblg,5.0
usp000etzy,2.6,mblg,5.0
usp000eu4w,2.8,mblg,5.0
usp000eumb,3.5,mblg,5.0
nm606140,2.8,md,5.0
usp000ew9g,3.5,ml,5.0
usp000ewfy,2.9,md,5.0
usp000eyrt,3.1,mblg,5.0
usp000f0pc,2.6,md,5.0
usp000f0pm,2.7,md,5.0
usp000f0wh,3.6,mblg,5.0
usp000f1mr,4.4,mwr,5.0
usp000f205,2.5,mblg,5.0
usp000f2h4,3.2,ml,5.0
nm606254,2.5,md,3.71
usp000f4dx,2.5,ml,5.0
usp000f4rd,2.8,mblg,5.0
usp000f4s6,2.8,mblg,5.0
usp000f5kw,3.1,mblg,5.0
usp000f6j2,3.4,ml,5.0
usp000f77j,3.1,mblg,5.0
usp000f9um,3.0,mblg,5.0
nm606344,2.7,Md,7.6
nm606345,1.6,md,7.33
usp000fc3b,3.0,mblg,5.0
usp000fcw2,3.2,md,5.0
usp000fdps,3.3,mwr,1.0
usp000fe1g,2.9,mblg,5.0
usp000fjr6,3.0,ml,5.0
usp000fm8f,1.8,md,5.0
nm606409,2.5,md,9.84
nm606414,3.1,md,0.0
nm606415,2.9,md,4.06
usp000fp7q,3.0,mblg,5.0
usp000fq28,3.1,mblg,5.0
nm606437,2.5,md,7.58
usp000frbx,2.6,ml,5.0
nm606454,2.8,md,10.14
usp000fujw,2.6,md,5.0
usp000fum1,2.9,ml,5.0
usp000fvs5,2.7,md,5.0
usp000fvya,2.5,md,5.0
usp000fxfz,3.1,ml,5.0
usp000fxgb,2.3,md,5.0
nm606590,2.4,md,15.01
usp000fxny,3.1,ml,5.0
usp000fxpp,3.3,mblg,5.0
usp000fyvk,2.8,ml,5.0
usp000fyyr,2.8,ml,5.0
usp000fyz9,2.4,md,5.0
usp000fz6c,2.1,mblg,0.0
usp000g02m,2.9,ml,2.0
usp000g351,2.5,ml,5.0
usp000g42c,2.7,ml,5.0
usp000g4dn,2.9,ml,5.0
usp000g4fv,3.2,ml,5.0
usp000g4q2,3.1,mblg,5.0
usp000g7k8,2.7,mblg,5.0
usp000g8hv,3.7,mwr,5.0
usp000g8kv,2.5,md,5.0
usp000g8z0,2.5,md,5.0
usp000g929,3.1,md,5.0
usp000g97k,2.5,ml,5.0
usp000ga9c,2.9,mblg,5.0
usp000gcdq,2.6,ml,5.0
usp000gch2,2.5,ml,5.0
usp000gch9,2.7,mblg,5.0
usp000gchn,2.7,mblg,5.0
usp000gd5y,2.6,ml,5.0
nm606762,2.6,md,0.07
usp000gfew,3.4,ml,5.0
usp000gghv,2.5,mblg,5.0
usp000ggy2,2.5,ml,5.0
usp000ghhj,2.7,ml,5.0
nm606778,2.5,md,0.06
usp000ghq8,3.2,ml,5.0
usp000gja7,3.4,ml,5.0
usp000gk2p,3.0,mblg,5.0
usp000gk7c,3.7,mwr,5.0
usp000gkrx,2.7,mblg,5.0
nm606794,2.7,md,1.32
usp000gm27,2.6,ml,5.0
usp000gm6t,2.8,mblg,5.0
usp000gmer,3.1,mblg,5.0
usp000gmg0,2.6,mblg,5.0
usp000gmg1,3.0,mblg,5.0
usp000gmg3,2.6,mblg,5.0
usp000gmg4,2.5,mblg,5.0
usp000gmg8,2.6,mblg,5.0
usp000gmgd,2.9,mblg,5.0
usp000gmhz,2.9,mblg,5.0
usp000gmj1,2.9,mblg,5.0
usp000gmkx,2.5,mblg,5.0
usp000gmky,2.7,mblg,5.0
nm606799,2.7,mlg,0.0
nm606801,2.6,mlg,4.29
usp000gnce,1.8,mblg,5.0
nm606805,2.6,mlg,0.0
usp000gp6a,2.4,mblg,5.0
usp000gp85,2.3,mblg,5.0
usp000gpsq,2.7,mblg,5.0
nm606811,2.5,md,0.0
nm606902,2.7,md,0.03
usp000gsr0,2.8,ml,5.0
nm606912,2.0,md,6.79
nm606913,2.9,md,4.04
nm606914,2.2,md,6.75
usp000gt6w,3.4,mblg,5.0
usp000gt8m,2.4,mblg,5.0
usp000gt8p,2.7,mblg,5.0
usp000gtdu,3.1,mblg,5.0
usp000gtej,3.0,mblg,5.0
usp000gtwq,2.7,ml,5.0
usp000gu9h,3.2,mblg,5.0
usp000gucq,3.3,mblg,5.0
nm606929,2.6,mlg,7.01
usp000gurq,3.4,mblg,5.0
usp000gv0k,2.6,ml,5.0
usp000gv36,2.7,mblg,5.0
usp000gv37,2.5,mblg,5.0
usp000gv3a,2.4,mblg,5.0
usp000gva2,3.0,ml,5.0
usp000gwq7,3.2,mwr,5.0
usp000gx6m,3.3,mblg,8.7
usp000gx6p,3.0,mblg,5.0
usp000gx6q,2.7,mblg,5.0
usp000gx6r,2.6,mblg,5.0
usp000gxfa,2.0,mblg,5.0
usp000gxmg,2.2,mblg,5.0
usp000gxne,2.2,mblg,5.0
usp000gxtg,2.8,mblg,5.0
usp000gxw9,2.4,ml,0.0
usp000gxwc,2.6,ml,0.0
usp000gxz9,2.6,mblg,5.0
usp000gxzw,2.4,mblg,5.0
usp000gy1b,2.3,mblg,5.0
usp000gy1e,2.0,mblg,5.0
usp000gy78,3.4,mblg,5.0
usp000gy97,2.8,mblg,5.0
usp000gyn5,3.7,mblg,5.0
usp000gynh,2.4,mblg,5.0
usp000gynq,3.0,ml,5.0
usp000gynu,2.5,ml,5.0
usp000gyu8,3.4,mblg,5.0
nm606981,2.5,md,0.06
usp000gz3j,2.0,mblg,5.0
usp000gzcz,2.2,mblg,5.0
usp000gzha,3.3,mblg,5.0
usp000gzjk,1.8,mblg,5.0
usp000gzsg,2.7,ml,5.0
usp000gzsh,4.1,mwr,5.0
usp000gzsn,2.7,ml,5.0
usp000gzyr,2.8,ml,5.0
usp000h0ch,2.3,mblg,5.0
usp000h0gp,3.9,mwr,5.0
usp000h0q7,2.6,ml,5.0
nm607005,2.8,md,5.82
usp000h0x7,3.4,mblg,5.0
usp000h0xd,2.5,mblg,5.0
usp000h0xm,2.8,mblg,5.0
usp000h0xp,2.5,mblg,5.0
usp000h0xs,2.6,mblg,5.0
usp000h0xt,2.4,mblg,5.0
usp000h0xu,2.7,mblg,5.0
usp000h0xw,2.7,mblg,5.0
usp000h0y9,3.5,mblg,5.0
usp000h0yj,2.4,mblg,5.0
usp000h0yn,2.3,mblg,5.0
usp000h1bh,2.3,mblg,5.0
usp000h1h9,3.5,mwr,5.0
usp000h1ye,3.1,ml,5.0
usp000h21a,3.5,mwr,5.0
usp000h235,2.4,mblg,5.0
usp000h25r,2.3,mblg,5.0
usp000h2b2,3.6,ml,5.0
nm607039,2.8,md,2.71
nm607040,2.8,md,2.55
nm607041,3.0,mlg,0.0
nm607043,2.8,md,1.67
nm607047,2.6,md,28.98
nm607051,2.6,md,0.02
usp000h3a1,3.0,mblg,5.0
nm607052,2.6,md,0.0
nm607053,2.5,md,0.02
nm607056,2.9,mlg,0.0
nm607057,2.7,md,16.08
nm607058,2.5,md,0.07
usp000h3hv,2.5,ml,5.0
usp000h3hw,2.6,ml,5.0
nm607064,2.4,mlg,0.67
nm607065,2.3,md,0.57
nm607066,2.5,md,0.0
usp000h3p4,2.7,mblg,5.0
usp000h3r7,2.8,ml,5.0
nm607070,2.4,md,0.02
usp000h41m,3.1,mblg,5.0
usp000h43b,2.6,ml,5.0
usp000h43n,3.0,mblg,5.0
usp000h44d,3.1,mblg,5.0
usp000h44x,3.0,mblg,5.0
usp000h46g,2.9,ml,5.0
nm607082,2.4,md,0.05
usp000h48h,3.7,ml,5.0
usp000h4bc,2.6,mblg,5.0
usp000h4du,2.1,mblg,5.0
usp000h4j1,3.0,mblg,5.0
usp000h4rf,2.9,mblg,5.0
usp000h4ur,3.5,mblg,5.0
usp000h4yr,2.8,mblg,5.0
usp000h4yv,3.2,mblg,5.0
usp000h4zg,3.1,mblg,5.0
usp000h506,3.6,mblg,5.0
usp000h52k,2.4,mblg,5.0
usp000h545,3.6,mblg,5.0
usp000h54t,2.1,mblg,5.0
usp000h54w,2.8,mblg,5.0
usp000h573,3.1,mblg,5.0
usp000h58f,2.0,mblg,5.0
nm607107,2.0,md,16.32
usp000h5gb,2.4,mblg,5.0
usp000h5kf,2.8,mblg,5.0
usp000h5y9,2.8,mblg,5.0
usp000h63j,3.3,mblg,5.0
usp000h65q,3.8,mwr,8.0
usp000h65r,3.7,mwr,8.0
usp000h68e,3.0,mblg,5.0
usp000h69k,3.8,mwr,5.0
usp000h69s,2.5,mblg,5.0
nm607245,3.3,mlg,0.03
usp000h6es,2.9,ml,5.0
usp000h6j5,3.6,mwr,6.0
usp000h6nx,3.1,mblg,5.0
usp000h6p4,2.3,mblg,5.0
usp000h6v9,2.5,mblg,5.0
usp000h6xz,3.3,mwr,2.0
usp000h78h,3.2,mwr,8.1
usp000h7ax,3.0,mwr,3.3
nm607262,2.5,md,4.38
nm607264,1.5,md,8.33
nm607265,1.9,md,0.05
nm607266,1.3,md,4.79
nm607267,1.6,md,3.96
usp000h7fj,2.5,md,8.0
usp000h7fk,3.0,mblg,5.0
nm607268,0.5,md,0.22
usp000h7hh,2.6,mblg,5.0
usp000h7hr,2.8,mblg,5.0
usp000h7kc,2.5,mblg,5.0
usp000h7mx,2.8,ml,5.0
usp000h7q9,3.1,mblg,5.7
usp000h7qa,2.0,mblg,5.0
usp000h81j,4.1,mwr,5.0
usp000h82c,2.7,ml,5.0
nm607270,0.2,md,3.64
nm607271,1.1,md,6.79
usp000h8cp,2.6,mblg,5.0
usp000h8k6,2.5,mblg,5.0
nm607276,1.6,md,2.91
usp000h8sh,3.1,mblg,5.0
usp000h8ut,2.2,mblg,5.0
nm607279,1.8,md,0.09
usp000h920,3.1,mblg,5.0
usp000h947,3.0,md,5.0
usp000h948,2.8,md,2.3
usp000h949,2.7,md,5.0
usp000h94a,2.7,md,2.5
usp000h94c,3.0,md,5.0
usp000h94q,2.9,md,3.2
usp000h96e,3.4,mblg,6.4
usp000h975,1.7,md,0.0
usp000h97n,2.7,md,4.5
usp000h9a8,3.1,mblg,5.0
nm607286,2.0,md,0.03
nm607287,2.1,md,4.41
nm607289,2.4,md,5.71
nm607290,2.1,md,0.07
nm607291,2.2,md,4.62
nm607292,2.5,md,5.63
nm607293,2.2,md,1.61
usp000h9k9,2.5,mblg,5.0
usp000h9qa,2.4,mblg,10.0
nm607295,2.3,md,0.05
nm607296,1.7,md,6.82
usp000h9u3,3.7,mwr,8.0
usp000h9ug,2.6,md,8.2
usp000h9um,2.7,mblg,5.0
usp000h9us,2.8,mblg,5.0
usp000h9uu,2.3,mblg,5.0
usp000h9v6,2.3,mblg,5.0
nm607298,2.0,md,6.84
nm607299,2.4,md,8.45
usp000ha1w,4.1,mwr,4.0
usp000ha36,2.7,mblg,5.0
nm607301,1.8,md,3.84
nm607302,1.8,md,10.2
nm607303,1.5,md,8.02
usp000ha73,2.5,mblg,5.0
usp000haa6,2.4,md,1.8
usp000haa7,2.8,md,1.5
usp000haa8,2.7,md,1.1
nm607306,1.6,md,0.0
usp000havz,2.5,mblg,1.2
usp000hayr,3.5,ml,5.0
usp000haz4,3.4,mblg,0.4
nm607307,1.6,md,10.18
usp000hb35,2.8,mblg,3.6
usp000hb41,2.5,md,2.2
usp000hb7d,2.9,mblg,5.0
usp000hb7s,2.8,mblg,5.0
usp000hb84,3.0,mblg,5.0
usp000hb8h,2.8,md,0.1
nm607309,2.1,md,3.09
usp000hbdh,3.0,mblg,5.0
usp000hbed,2.4,md,0.6
usp000hber,3.2,mblg,0.9
usp000hbfa,2.5,md,5.0
usp000hbfr,2.8,mblg,5.0
nm607314,2.1,md,8.73
usp000hbj1,1.9,mblg,5.0
usp000hbjj,2.4,md,1.1
usp000hbkb,2.2,mblg,1.8
usp000hbqj,2.6,mblg,1.4
usp000hbrc,2.8,md,3.5
nm607316,2.0,md,3.28
usp000hbs9,2.5,md,5.0
usp000hbwj,2.4,mblg,5.0
usp000hc2h,2.6,md,3.8
usp000hc2y,2.5,mblg,0.0
usp000hc37,2.7,mblg,1.3
usp000hc3v,2.8,ml,3.3
usp000hcec,2.5,md,6.4
usp000hcet,3.4,mblg,5.2
usp000hcf8,2.4,md,8.5
usp000hch7,2.4,md,4.4
usp000hch8,2.5,mblg,4.5
usp000hcqf,2.4,md,2.8
usp000hcqp,2.4,md,3.5
usp000hczw,2.7,mblg,5.9
nm607333,2.0,md,2.8
nm607334,1.7,md,0.03
nm607335,1.9,md,7.28
nm607336,1.6,md,6.08
nm607339,2.2,md,2.56
usp000hd7s,2.4,md,6.0
usp000hd8p,3.6,ml,5.0
usp000hd8u,3.7,ml,5.0
nm607340,2.4,md,0.03
usp000hdec,4.0,ml,5.0
nm607344,1.9,md,8.79
nm607345,1.8,md,7.82
nm607346,2.0,md,4.38
nm607347,1.5,md,0.0
nm607348,1.7,md,7.53
nm607349,1.7,md,7.72
nm607350,2.1,md,8.7
nm607351,1.8,md,7.82
nm607352,1.6,md,8.03
nm607353,1.9,md,0.04
nm607354,1.6,md,0.0
nm607355,2.5,md,2.68
nm607356,1.8,md,4.17
nm607357,1.9,md,2.99
nm607359,1.9,md,0.03
nm607360,1.8,md,3.25
nm607361,2.0,md,0.01
nm607362,1.8,md,0.0
nm607363,1.8,md,0.07
nm607364,1.8,md,0.0
nm607365,1.7,md,0.03
nm607366,1.9,md,0.03
nm607367,2.0,md,4.5
nm607368,1.9,md,0.42
nm607369,1.8,md,7.02
nm607370,1.6,md,0.01
nm607371,2.3,md,0.0
nm607372,1.5,md,0.01
nm607373,2.5,md,0.02
nm607375,2.0,md,0.05
usp000hdth,2.3,md,5.0
nm607377,2.1,md,7.9
usp000hdvg,2.7,md,5.0
nm607379,2.5,md,0.0
nm607380,2.0,md,3.14
nm607381,2.3,md,0.38
usp000hdzj,3.1,md,5.0
nm607382,2.2,md,1.94
usp000he8u,2.7,md,5.0
nm607384,1.9,md,0.03
usp000hec4,2.5,md,5.0
usp000hed8,2.7,md,4.3
nm607386,1.8,md,12.37
nm607387,1.5,md,6.56
nm607388,2.2,md,0.06
nm607389,2.0,md,1.63
nm607390,2.7,md,0.05
nm607391,3.3,mlg,0.0
nm607392,1.9,md,4.29
nm607393,1.9,md,0.01
nm607394,2.3,md,0.0
nm607395,3.2,mlg,0.06
nm607396,2.1,md,0.02
nm607397,1.9,md,8.05
nm607398,2.2,md,0.05
usp000herh,2.7,md,3.8
usp000herr,2.6,md,5.0
usp000hers,2.5,md,2.9
nm607399,2.3,md,0.01
usp000hesk,2.6,mblg,4.0
usp000hetb,2.7,md,2.5
nm607401,1.8,md,0.04
nm607402,2.0,md,12.25
usp000hewp,2.0,md,2.6
usp000hewz,2.6,md,2.6
nm607409,2.2,md,6.42
nm607411,1.9,md,0.0
usp000hf3j,2.6,ml,5.0
nm607412,1.0,md,0.0
nm607414,2.3,md,0.0
usp000hf8p,2.5,md,5.0
usp000hf9f,2.7,mblg,5.0
usp000hfa5,2.3,mblg,5.0
usp000hfav,2.2,md,4.7
nm607415,2.2,md,4.72
nm607416,2.3,md,0.02
usp000hfbu,2.6,md,5.0
nm607420,1.8,md,2.41
nm607422,2.0,md,0.06
usp000hfys,1.7,md,9.4
nm607423,1.6,mlg,23.89
nm607424,1.6,md,5.91
nm607425,1.6,md,5.42
nm607426,2.0,md,2.14
nm607427,1.8,md,0.06
nm607428,1.9,md,0.06
nm607429,1.4,md,0.07
nm607430,1.9,md,0.06
nm607431,2.0,md,0.0
nm607432,1.4,md,0.06
nm607434,1.9,md,0.05
nm607435,1.9,md,1.26
usp000hgub,2.9,mblg,3.4
nm607436,1.2,md,0.05
nm607437,1.6,md,4.27
nm607438,2.1,md,7.78
nm607439,2.1,md,5.88
nm607440,2.3,md,0.02
usp000hhcc,3.4,mblg,3.2
usp000hhcd,2.8,mblg,3.0
usp000hhce,2.9,mblg,3.0
usp000hhd6,2.1,md,3.0
nm607443,1.9,md,0.0
nm607444,1.3,md,4.92
nm607445,2.1,md,2.86
nm607447,2.1,md,0.0
nm607448,0.9,md,6.01
nm607449,1.7,md,0.06
nm607450,1.5,md,5.32
nm607451,1.6,md,5.14
nm607452,1.3,md,2.17
usp000hhqf,2.9,mblg,5.0
nm607454,1.4,md,4.33
usp000hhr6,3.4,mwr,5.0
usp000hhrg,2.8,md,5.0
nm607455,1.6,md,0.25
nm607456,1.7,md,0.1
nm607457,1.8,md,0.06
nm607458,1.8,md,0.06
nm607459,1.5,md,5.91
usp000hj19,2.6,md,3.6
nm607472,2.1,md,0.05
nm607473,1.8,md,2.34
nm607474,2.4,md,3.19
usp000hjq7,2.6,md,5.0
usp000hjq8,2.5,md,5.0
nm607477,1.7,md,7.03
usp000hjqr,2.8,mblg,5.0
nm607480,2.2,md,1.72
nm607482,1.0,md,4.05
nm607483,0.6,md,3.25
usp000hjw2,2.5,md,2.6
usp000hjwt,2.4,md,4.2
usp000hjwx,2.5,md,3.5
usp000hjwz,2.6,mblg,5.0
nm607485,1.9,md,1.97
nm607486,1.6,md,2.74
nm607487,1.8,md,2.58
nm607489,1.7,md,5.04
usp000hk02,3.1,mblg,3.1
usp000hk03,2.9,mblg,4.3
nm607490,1.0,md,4.11
nm607491,1.1,md,4.7
usp000hk0q,2.5,md,3.5
nm607492,2.0,md,6.48
nm607493,1.8,md,6.2
usp000hk42,2.7,mblg,5.0
usp000hk7f,3.3,mblg,3.3
nm607498,1.1,md,4.67
usp000hke4,2.7,mblg,4.3
usp000hke5,2.5,md,4.0
nm607499,0.7,md,3.55
nm607500,0.8,md,5.24
usp000hkhb,2.6,mblg,5.0
usp000hkhs,2.6,md,4.0
nm607501,0.6,md,4.96
nm607502,0.7,md,5.46
usp000hkk7,2.4,md,4.0
usp000hkkc,2.1,md,3.5
usp000hksw,3.1,mblg,4.2
usp000hksx,2.2,md,4.0
usp000hksy,1.6,md,2.5
nm607508,0.6,md,4.25
usp000hku1,3.3,mwr,4.0
usp000hkva,2.3,mblg,2.3
usp000hkyn,3.5,mwr,5.0
usp000hkz0,2.4,md,3.3
usp000hkz3,2.7,md,5.0
nm607511,0.5,md,4.15
usp000hm0f,2.3,md,5.0
usp000hm0s,1.8,md,5.7
usp000hm1r,2.5,md,5.0
usp000hm3g,2.5,md,3.1
nm607515,2.3,md,4.11
nm607516,1.2,md,3.67
usp000hm4f,2.5,md,5.6
usp000hm5r,3.3,mblg,5.0
nm607519,1.3,md,6.02
usp000hm64,2.4,md,3.3
usp000hm6n,2.5,mblg,4.7
nm607520,1.7,md,3.42
usp000hm77,2.5,md,3.3
nm607521,1.5,md,3.34
nm607522,1.3,md,3.13
nm607523,0.4,md,6.11
nm607524,1.2,md,3.0
nm607525,1.5,md,3.14
nm607526,1.5,md,5.98
nm607527,1.4,md,3.7
nm607529,1.4,md,3.51
nm607530,1.4,md,5.77
nm607531,0.3,md,6.04
nm607532,1.5,md,3.22
nm607533,1.1,md,6.02
nm607535,2.1,md,2.35
nm607536,1.6,md,2.65
nm607537,1.5,md,3.52
nm607538,1.7,md,3.42
nm607539,1.9,md,5.15
usp000hmff,3.1,mblg,5.0
nm607540,1.6,md,3.15
nm607541,1.8,md,5.18
nm607543,2.7,mlg,1.84
nm607546,1.8,md,3.93
nm607547,1.7,md,3.77
nm607548,2.0,md,3.48
usp000hmnv,2.8,md,2.7
nm607551,1.7,md,5.52
nm607553,1.2,md,3.58
nm607554,1.4,md,5.23
nm607555,1.8,md,3.95
nm607556,1.1,md,3.72
nm607557,2.5,md,4.31
nm607558,1.7,md,5.53
nm607559,1.8,md,4.31
nm607560,1.5,md,4.21
nm607561,1.7,md,3.38
nm607562,1.6,md,3.88
nm607563,2.0,md,4.89
nm607564,1.9,md,5.29
nm607565,1.6,md,4.42
nm607566,1.7,md,3.31
nm607567,1.2,md,4.67
nm607568,1.9,md,2.99
nm607569,1.7,md,3.26
nm607570,1.8,md,5.25
nm607571,1.6,md,4.32
nm607572,1.7,md,3.66
nm607573,3.0,mlg,5.63
nm607574,0.5,md,4.15
nm607575,1.8,md,3.67
nm607576,1.4,md,3.29
nm607577,2.0,md,5.08
nm607578,1.1,md,3.7
nm607579,1.6,md,3.67
usp000hmvz,3.1,mblg,5.0
nm607581,2.6,md,7.12
nm607582,1.7,md,6.6
nm607583,1.9,md,3.61
nm607584,1.9,md,2.83
nm607585,1.6,md,3.69
nm607586,1.8,md,5.75
nm607587,1.6,md,3.78
nm607588,1.8,md,3.63
nm607589,1.5,md,4.11
nm607590,1.8,md,4.94
nm607591,1.4,md,4.23
nm607592,3.0,mlg,4.66
nm607593,1.5,md,3.15
nm607594,1.7,md,4.12
nm607595,1.8,md,5.64
nm607596,1.6,md,5.82
nm607597,1.7,md,6.06
nm607598,1.7,md,4.02
nm607599,0.9,md,6.59
nm607600,1.7,md,3.09
nm607601,1.8,md,4.59
nm607602,1.8,md,5.67
nm607603,1.9,md,5.78
nm607611,1.7,md,5.25
nm607604,4.1,mw,4.94
nm607605,2.5,md,6.06
nm607606,1.5,md,5.12
nm607607,3.6,mw,5.85
nm607608,2.3,md,1.67
nm607609,2.0,md,5.21
nm607610,1.6,md,4.76
nm607612,2.3,md,6.18
nm607613,2.1,md,4.36
nm607614,2.1,md,4.99
nm607615,2.2,md,6.6
nm607616,1.3,md,6.89
usp000hn1g,2.3,md,5.0
nm607617,1.4,md,3.87
nm607618,1.2,md,3.32
nm607619,1.4,md,3.69
nm607620,1.1,md,5.81
nm607621,1.1,Md,5.0
nm607622,2.6,md,4.81
nm607623,0.8,md,6.73
nm607624,1.4,md,4.83
nm607625,2.7,md,4.17
nm607626,1.6,md,5.68
nm607627,1.4,md,3.82
nm607628,1.3,md,3.54
nm607629,1.6,md,3.98
nm607630,1.1,md,4.8
nm607631,1.3,md,5.01
nm607632,0.6,md,6.37
usp000hn24,4.4,mwc,13.0
nm607633,2.2,md,5.5
nm607634,1.9,md,3.67
nm607635,2.1,md,4.57
nm607637,2.1,md,3.8
nm607638,3.4,mw,4.53
nm607639,1.9,md,6.24
nm607640,1.5,md,6.04
nm607636,1.6,md,4.45
nm607641,1.9,md,6.03
nm607642,1.9,md,6.26
nm607643,1.6,md,4.77
nm607644,1.8,md,4.59
nm607645,2.1,md,3.28
nm607646,3.8,mw,7.03
nm607647,1.8,md,4.39
nm607648,2.4,md,4.24
nm607649,3.0,mlg,5.33
nm607650,2.0,md,3.49
nm607651,1.8,md,3.37
nm607652,2.3,md,4.56
nm607653,1.6,md,3.7
nm607654,3.5,mw,6.0
nm607655,1.6,md,2.96
nm607656,1.4,md,3.18
nm607657,1.8,md,5.7
nm607658,2.2,md,5.29
nm607659,2.2,md,4.47
nm607660,2.4,md,4.37
nm607661,2.2,md,3.21
nm607662,1.7,md,4.42
nm607663,2.4,md,3.78
nm607664,2.3,md,3.51
usp000hn8g,2.5,mblg,5.0
nm607665,2.6,md,4.98
nm607666,1.9,md,3.74
nm607668,1.8,md,3.04
nm607669,2.1,md,3.14
nm607670,2.3,md,5.34
nm607671,1.9,md,0.08
usp000hn91,2.7,md,5.0
nm607672,2.5,md,3.72
nm607673,2.1,md,2.25
nm607674,2.3,md,2.79
nm607675,2.4,md,3.02
nm607676,2.2,md,2.83
nm607677,2.6,md,3.53
usp000hn9y,2.8,md,5.0
nm607678,2.1,md,0.06
nm607679,2.0,md,1.94
nm607680,1.7,md,6.58
nm607681,1.6,md,5.23
nm607682,1.7,md,4.9
nm607683,2.5,md,4.19
nm607684,2.1,md,4.79
nm607685,2.1,md,3.81
nm607686,2.0,md,2.75
nm607687,2.2,md,3.17
usp000hnbv,2.5,md,5.0
nm607688,2.2,md,4.86
nm607689,2.3,md,5.63
nm607690,2.2,md,5.1
nm607691,2.0,md,0.79
nm607692,2.1,md,5.49
nm607693,2.3,md,2.56
nm607694,2.3,md,5.06
nm607695,2.1,md,5.16
nm607696,1.9,md,2.71
nm607697,1.9,md,3.55
nm607698,2.4,md,3.18
nm607699,1.3,md,2.25
nm607700,2.4,md,4.42
nm607701,2.6,md,5.62
nm607702,2.2,md,2.51
nm607703,2.3,md,5.68
nm607704,2.3,md,3.32
nm607705,1.4,md,5.04
nm607706,1.3,md,4.69
nm607707,1.8,md,5.51
nm607708,1.8,md,4.69
nm607709,1.4,md,0.04
nm607710,1.9,md,3.41
nm607711,1.4,md,5.82
nm607712,1.3,md,4.38
nm607714,1.5,md,3.24
nm607715,1.8,md,2.49
nm607716,1.5,md,4.1
nm607717,1.6,md,6.4
nm607718,1.7,md,6.8
nm607719,1.8,md,5.59
nm607720,1.9,md,4.33
nm607722,1.5,md,4.15
nm607723,2.1,md,5.33
nm607724,2.2,md,3.1
nm607725,1.5,md,5.8
nm607726,1.9,md,1.77
nm607727,1.2,md,5.39
nm607728,1.9,md,3.41
nm607729,2.8,md,4.4
nm607730,2.1,md,3.39
